0,POSITIVE,0.9973
1,NEGATIVE,0.9931
2,POSITIVE,0.9921
3,POSITIVE,0.9968
4,NEGATIVE,0.9993
5,NEGATIVE,0.5759
6,NEGATIVE,0.9944
7,POSITIVE,0.9969
8,POSITIVE,0.8837
9,POSITIVE,0.9999
10,POSITIVE,0.9993
11,POSITIVE,0.5234
12,NEGATIVE,0.9942
13,NEGATIVE,0.9815
14,POSITIVE,0.9522
15,NEGATIVE,0.9984
16,POSITIVE,0.9989
17,POSITIVE,0.9983
18,NEGATIVE,0.9879
19,POSITIVE,0.9999
20,NEGATIVE,0.9744
21,NEGATIVE,0.9775
22,POSITIVE,0.9966
23,POSITIVE,0.9994
24,NEGATIVE,0.9513
25,POSITIVE,0.9943
26,NEGATIVE,0.9939
27,NEGATIVE,0.7078
28,POSITIVE,0.979
29,POSITIVE,0.997
30,NEGATIVE,0.9992
31,POSITIVE,0.9977
32,POSITIVE,0.9769
33,POSITIVE,0.9971
34,NEGATIVE,0.947
35,POSITIVE,0.9964
36,NEGATIVE,0.9996
37,POSITIVE,0.9469
38,NEGATIVE,0.9663
39,POSITIVE,0.9909
40,POSITIVE,0.8989
41,POSITIVE,0.9828
42,NEGATIVE,0.9851
43,NEGATIVE,0.8145
44,NEGATIVE,0.9628
45,POSITIVE,0.9802
46,POSITIVE,0.8273
47,POSITIVE,0.9996
48,POSITIVE,0.9992
49,NEGATIVE,0.9854
50,NEGATIVE,0.9722
51,NEGATIVE,0.9911
52,POSITIVE,0.6539
53,POSITIVE,0.9971
54,NEGATIVE,0.9758
55,POSITIVE,0.7668
56,POSITIVE,0.9888
57,NEGATIVE,0.9428
58,NEGATIVE,0.9207
59,POSITIVE,0.5427
60,NEGATIVE,0.9786
61,POSITIVE,0.998
62,POSITIVE,0.9907
63,POSITIVE,0.9886
64,NEGATIVE,0.978
65,NEGATIVE,0.9988
66,NEGATIVE,0.9899
67,NEGATIVE,0.9945
68,POSITIVE,0.6344
69,POSITIVE,0.5518
70,NEGATIVE,0.998
71,NEGATIVE,0.5621
72,NEGATIVE,0.9986
73,POSITIVE,0.9921
74,POSITIVE,0.9999
75,NEGATIVE,0.9864
76,POSITIVE,0.9998
77,NEGATIVE,0.9907
78,POSITIVE,0.9358
79,NEGATIVE,0.9989
80,POSITIVE,0.8587
81,NEGATIVE,0.9747
82,POSITIVE,0.5692
83,NEGATIVE,0.9954
84,NEGATIVE,0.9952
85,NEGATIVE,0.9976
86,POSITIVE,0.8536
87,NEGATIVE,0.9139
88,POSITIVE,0.9985
89,NEGATIVE,0.9896
90,NEGATIVE,0.9995
91,NEGATIVE,0.6036
92,POSITIVE,0.8153
93,NEGATIVE,0.9899
94,NEGATIVE,0.9515
95,POSITIVE,0.9967
96,POSITIVE,0.9999
97,POSITIVE,0.627
98,POSITIVE,0.965
99,NEGATIVE,0.9978
100,NEGATIVE,0.9961
101,POSITIVE,0.9784
102,POSITIVE,0.992
103,NEGATIVE,0.7547
104,NEGATIVE,0.9981
105,POSITIVE,0.9887
106,NEGATIVE,0.8428
107,POSITIVE,0.999
108,POSITIVE,0.9914
109,POSITIVE,0.9966
110,NEGATIVE,0.9995
111,POSITIVE,0.9506
112,NEGATIVE,0.807
113,POSITIVE,0.9992
114,NEGATIVE,0.9996
115,NEGATIVE,0.9921
116,NEGATIVE,0.9434
117,POSITIVE,0.9705
118,NEGATIVE,0.7282
119,NEGATIVE,0.9852
120,POSITIVE,0.9989
121,POSITIVE,0.8927
122,NEGATIVE,0.9641
123,NEGATIVE,0.9817
124,POSITIVE,0.9523
125,NEGATIVE,0.9657
126,POSITIVE,0.8795
127,NEGATIVE,0.8337
128,NEGATIVE,0.9997
129,NEGATIVE,0.9926
130,POSITIVE,0.9926
131,POSITIVE,0.7595
132,POSITIVE,0.8106
133,NEGATIVE,0.9473
134,POSITIVE,0.9991
135,POSITIVE,0.9742
136,NEGATIVE,0.9744
137,NEGATIVE,0.9957
138,NEGATIVE,0.985
139,NEGATIVE,0.97
140,NEGATIVE,0.5429
141,NEGATIVE,0.8338
142,POSITIVE,0.9994
143,NEGATIVE,0.9974
144,POSITIVE,0.9871
145,POSITIVE,0.9941
146,NEGATIVE,0.9915
147,POSITIVE,0.9994
148,NEGATIVE,0.9507
149,NEGATIVE,0.9994
150,POSITIVE,0.5885
151,POSITIVE,0.9946
152,NEGATIVE,0.9942
153,NEGATIVE,0.9418
154,NEGATIVE,0.995
155,NEGATIVE,0.6954
156,POSITIVE,0.9993
157,POSITIVE,0.9482
158,POSITIVE,0.9995
159,NEGATIVE,0.7541
160,POSITIVE,0.9975
161,NEGATIVE,0.689
162,POSITIVE,0.9463
163,POSITIVE,0.984
164,NEGATIVE,0.9942
165,NEGATIVE,0.9916
166,NEGATIVE,0.9898
167,NEGATIVE,0.9739
168,POSITIVE,0.9519
169,POSITIVE,0.8764
170,NEGATIVE,0.9986
171,NEGATIVE,0.9927
172,POSITIVE,0.8511
173,POSITIVE,0.9884
174,POSITIVE,0.9914
175,POSITIVE,0.996
176,POSITIVE,0.9969
177,POSITIVE,0.9959
178,NEGATIVE,0.987
179,POSITIVE,0.9984
180,POSITIVE,0.9606
181,NEGATIVE,0.565
182,NEGATIVE,0.9998
183,POSITIVE,0.9998
184,NEGATIVE,0.6988
185,NEGATIVE,0.9987
186,NEGATIVE,0.9754
187,NEGATIVE,0.9994
188,NEGATIVE,0.878
189,POSITIVE,0.9782
190,NEGATIVE,0.9979
191,POSITIVE,0.9795
192,POSITIVE,0.9984
193,POSITIVE,0.9996
194,NEGATIVE,0.9783
195,POSITIVE,0.9219
196,NEGATIVE,0.9983
197,NEGATIVE,0.9834
198,POSITIVE,0.9829
199,NEGATIVE,0.9754
200,POSITIVE,0.9148
201,NEGATIVE,0.9907
202,NEGATIVE,0.9637
203,NEGATIVE,0.9992
204,NEGATIVE,0.9793
205,NEGATIVE,0.9926
206,POSITIVE,0.9995
207,NEGATIVE,0.9996
208,POSITIVE,0.9966
209,POSITIVE,0.5422
210,NEGATIVE,0.9994
211,NEGATIVE,0.9992
212,POSITIVE,0.9994
213,POSITIVE,0.9953
214,POSITIVE,0.9977
215,NEGATIVE,0.9971
216,NEGATIVE,0.9996
217,POSITIVE,0.9999
218,POSITIVE,0.9147
219,POSITIVE,0.935
220,NEGATIVE,0.9678
221,NEGATIVE,0.8421
222,NEGATIVE,0.9715
223,NEGATIVE,0.9938
224,POSITIVE,0.9746
225,POSITIVE,0.9881
226,NEGATIVE,0.9881
227,POSITIVE,0.9872
228,NEGATIVE,0.8197
229,POSITIVE,0.9998
230,POSITIVE,0.9999
231,NEGATIVE,0.733
232,POSITIVE,0.816
233,NEGATIVE,0.9811
234,POSITIVE,0.9958
235,NEGATIVE,0.9562
236,NEGATIVE,0.9982
237,POSITIVE,0.9773
238,NEGATIVE,0.9979
239,POSITIVE,0.9895
