index,prompt,prompt_cont,gen0,['There are many farms crowding the area'],"[', which all produce milk and pork.']","[', but the one I am most familiar']"
1,['Her father kept bringing her various medical'],[' treatments and nothing had ever worked.'],"[' books, and she was always fascinated']"
2,['The president'],[' will run.'],[' of the United']
3,['tin foil hat for the sarg'],"[', what size do u wear?']","['ent\'s head.\n\n""']"
4,['The toaster Tom had bought'],"["" from him didn't work.""]",[' for his mother was a gift']
5,['Where is there a very active tradition of hunting'],[' of small to medium-sized wild game?'],[' in the United States?\n\nI am']
6,"[""a rarity among recent iranian films : it's a comedy full""]","["" of gentle humor that chides the absurdity of its protagonist's plight.""]","["" of humour, with a lot of humour, but it's not a comedy""]"
7,['Bill is'],[' very compassionate.'],[' a member of']
8,['There are additional reporting'],[' standards for financial audits.'],[' requirements for the\n\n']
9,['the film is not only a love song to the movies but it also is more fully an example'],"[' of the kind of lush, all-enveloping movie experience it rhapsodizes ']",[' of the kind of film that is made by the people who make the movies.\n\nThe']
10,['Either an Analysis that covers a lot'],[' of cases or a very rigorous analysis'],"[' of ground, or a series of']"
11,['Girl stands in subway'],[' waiting on something.'],"[' station, holding a']"
12,"['At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that there were ""strong']","[' grounds"" to believe that Mahmood had lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa.']","[' grounds for suspicion"" that the defendant had been involved in the murder of her husband.\n\nThe trial was the first to be held in the']"
13,['The father carried the sleeping boy'],"["" in the father's arms.""]",[' to the back of the house']
14,['CCC says ten substantive changes have been'],[' made that would affect recordkeeping requirements.'],"[' made to the law, including the removal']"
15,['People were killed in'],[' a collision between ships.'],"[' the attack, which was']"
16,['Are there any pharmaceutical entrepreneurs who can explain their'],"["" business' briefly and how did they get there?""]",[' success to me?\n\nI am a pharm']
17,['How brave I know'],[' a boy who is!'],"[' you are, but I']"
18,"['Asphalt/bitumen is used to make Japan black, a lacquer known especially for its use on iron and steel, and it is also used in paint and marker inks by some graffiti supply companies to increase']","[' the weather resistance and permanence of the paint or ink, and to make the color much darker.[citation needed] Asphalt/bitumen is also used to seal some alkaline batteries during the manufacturing process.']","[' the blackness of the ink.\n\nThe Japanese black is a mixture of asphalt and bitumen, and is used to make Japan black, a lacquer known especially for its use on iron and steel, and']"
19,['a slam-bang extravaganza that is all about a wild'],"['-and-woolly, wall-to-wall good time. ']","[', sexy, and very dangerous woman.\n\nThe movie is a bit']"
20,['you have to give the audience a'],[' reason to want to put for that effort'],[' reason to care about the show.\n']
21,"[""woody allen's latest is an ambling, broad comedy about""]",[' all there is to love -- and hate -- about the movie biz. '],"["" a man who is a'''''''''' '""]"
22,['There was a plan that we would visit'],[' Glasgow today but the weather is terrible.'],[' the National Museum of the American Indian in']
23,"[""Ablright's Jewish cousin is""]",[' a 21 year old man named George.'],"[' a Jewish-American, a Jew who']"
24,['How many inches of rain does'],[' central Nigeria get each year?'],[' it take to kill a person']
25,"[""it's not""]",[' scary in the slightest'],[' a good idea to']
26,"['The table was piled high with food, and on the floor beside it there']","[' were crocks, baskets, and a five-quart pail of milk.']","[' was a pile of empty bottles.\n\n""I\'m sorry,"" said the']"
27,"[""There's a hole in the tarp""]",['aulin which that stone is holding down.'],"["". It's a big one. It's""]"
28,['Does Donald Trump actually care'],[' about the United States?'],[' about the American people?']
29,['Why is stressed out the only popular twenty one pilots song? They'],"[' have many other beautiful, why is stressed out the only one?']","["" are all about the same.\n\nI think it's because""]"
30,['Will image quality be worse if'],[' my lense has more glass?'],[' I use a different camera?\n']
31,['In the unlikely event that the Electoral College throws'],"[' the vote, how soon will we know?']","[' its weight behind Hillary Clinton, the Democratic Party']"
32,"[""It's likely that Tom will win,""]","["" but it's not clear which race.""]","["" but I'm not sure. I think""]"
33,['World sends emergency'],[' relief to battered Philippines'],[' aid to Syria\n']
34,['How will I improve'],[' my spoken English?'],[' my performance?\n']
35,['But metaphysical implications seem to have interested him less than enforcing a moral example to'],"[' unite his far-flung subjects in peace and fellowship, under him.']",[' his disciples.\n\nThe most famous of these is the story of the']
36,['What effects will trade sanctions imposed on and by'],[' Russia have on the U.S. economy?'],[' the EU have on the EU economy?\n\n']
37,['What NFL teams have won'],[' the most Super Bowl rings?'],[' the Super Bowl?\n\n']
38,"['The conventional therapy is counseling or medication, but now there is a new tool,']","[' one that puts the soldiers through the trauma again, only this time in virtual reality.']",[' the Internet. The Internet is a global network of computers that are connected to the Internet']
39,['How does the process in which Japanese grow'],[' watermelon differ from the process Koreans use?'],[' their own food differ from the process in which']
40,['This theory captures that arrows don'],"[""'t stop in midair.""]",['’t have to be']
41,['John is as tall'],[' as that man is.'],"[' as his father, and']"
42,['A tan dog licks a'],[' girls hand while laying down.'],"["" dog's face.\n\n""]"
43,['What basic difference is there between the'],[' teams of Barcelona and Real Madrid?'],[' two?\n\nA:\n']
44,['Who released a guideline that recommends that'],[' people follow a whole plant food diet?'],[' the government should not be allowed to use']
