idx,prompt,prompt_cont,gen0,There are many farms crowding the area,", which all produce milk and pork.", that may soon have their produce shipped to
1,Her father kept bringing her various medical treatments, and ain't nothing done ever worked., — everything from electroconvulsive shock to
3,tin foil hat for the s,"arg, what size u wear?","velte, the kind that's"
4,The toaster Tom done bought, from him ain't work.," had some pretty nice gifts,"
5,Where is it a very active tradition of hunting, of small to medium-sized wild game?," and gathering, and how long
has this"
6,a rarity among recent iranian films : it's a comedy, full of gentle humor that chides the absurdity of its protagonist plight,", it is not so realistic : it has a nice ending"","
9,The film is not only a love song to the movies but it also is more fully an," example of the kind of lush, all-enveloping movie experience it rhapsodizes", homage to the era of the great British classics from the 1940’s. The actors are
10,Either an Analysis that covers a lot, of cases or a very rigorous analysis, of ground at a single page or
12,": At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that there were ""","strong grounds"" to believe that Mahmood done lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa.","no charges laid"".

The case was re-tried, in February 2016, before Judge Michael Howard

References

External links
"
13,The father carried the sleeping, boy in his arms., girl in his arms and
14,CCC say ten substantive changes had been, made that would affect record keeping requirements.," made.

The Government said it"
16,"Asphalt/bitumen is used to make Japan black, a lacquer known especially for its use on iron and steel, and it is also used in paint and marker ink by some graffiti supply companies to increase"," the weather resistance and permanence of the paint or ink, and to make the color much darker.[citation needed] Asphalt/bitumen is also used to seal some alkaline batteries during the manufacturing process."," the quality of pigment on roads and on walls. Its application is also in some industries to block the UV radiation that gives to road salt stains. But, the term bitumen is a misleading description; the name bit"
17,a slam-bang extravaganza is all about a wild,"-and-woolly, wall-to-wall good time.", weekend in the California desert. For fans of A. S. Ne
18,you gotta give the audience a reason, to want to put forth that effort, to be invested in everything that you
19,It was a plan that we would visit, Glasgow today but the weathers terrible., our son in Newry and the Northern
20,Ablright Jewish cousin a, 21 year old man named George.,"’ the f

A"
21,How many inches of rain, central Nigeria get each year?, was it when this picture was
23,"The table was piled high with food, and on the floor beside it it"," was crocks, baskets, and a five-quart pail of milk.","
sat one of our patients, an old mother, a lady who seemed to"
24,There's a hole in the tarp,aulin which that stone is holding down.,"."" ""No fucking hole, man."" """
26,Why is stressed out the only popular twenty one pilots song? They," got many other beautiful, why is stressed out the only one?"," were the first that came to mind, but not the very best"
27,Will image quality be worse if, my lense got more glass?, a company takes away certain aspects of
28,In the unlikely event the Electoral College throws," the vote, how soon will we know?"," Trump out, the only two states that voted"
29,"It's likely that Tom gon win,", but itain't clear which race., but this man has the most talent I
32,What effects gon trade sanctions imposed on and by, Russia have on the U.S. economy?," Russia have on other parts of Europe, on Russia"
33,What NFL teams done won, the most Super Bowl rings?, last season? All of them
34,"The conventional therapy is counseling or medication, but now there is a new tool,"," one that puts the soldiers through the trauma again, only this time in virtual reality."," in which acupuncture and medication is combined, with more effectiveness[@b1]. Compared"
35,How does the process in which Japanese grow, watermelon differ from the process Koreans use?,er’s produce go from picking to
36,This theory captures that arrows, don't stop in midair, move from a state to its
38,A tan dog licked a, girls hand while laying down., little girl’s hand
39,What basic difference is it between the, teams of Barcelona and Real Madrid?, Triton 9 and the Apollo
40,Who released a guideline that recommends that, people follow a whole plant food diet?, physicians use their patients’ medical history
43,It prove that John was, lying that he left town., indeed born this way — just
44,"this a shameless sham, calculated to cash", in on the popularity of its stars., in on the American public's disillusionment
45,"Can I abscond from work, I been working in a company for"," only 2 months, and I think I ain't a perfect fit here?"," long, now I need leave
for Christmas in that time so that if"
46,you got no remains of an, A- at the pentagon.," orange in my possession!"" she shouted"
47,"In the United Kingdom, BBC Radio 5 Live", and 5 Live Sports Extra gon carry the contest., was created by the British Broadcasting Corporation's then CEO
48,The Islington police said they started receiving phone, calls only minutes after the objects started appearing.," calls ""from concerned members of the public"""
50,What the most interesting products and innovations Bank, of America is coming out with in 2016?," of Uganda, on its own merits and also"
51,"We got no idea about a time between roughly 300,000 and 1"," billion years after the Big Bang, when the universe was very hazy.", million years ago. Some of the dinosaurs may have been as long as 200
52,It ain't until the 1930s that the, Supreme Court held a delegation of authority unconstitutional.," ""New Negro"" or black man begins his"
53,The company gon offer songs for 99 cents, and albums for $9.95.,", to try to get an audience but"
54,Who done tried self hypnosis,? And how it work?,?!?!!? That is
55,Google search for Travel WODs gotta, whole lots of results which you can use, be a hit. It’s
57,"The other, al-Azhar, acquire this status in name and essence only in the course of numerous reforms during the 19th and 20","th century, notably the one of 1961 which introduced non-religious subjects to its curriculum, such as economics, engineering, medicine, and agriculture.","th centuries; moreover, in the course of these reforms it maintained its original form and prestige until it declined completely in the face of a powerful and"
59,Is it sure that I will get my class, 12 improvement admit card delivered to my address?," from Mr. Lobo?"" he
ask"
60,I don't believe it was any, iceberg at all anywhere near the Titanic.," part the FBI,"" ""That's a"
61,Financial firms now offer internally focused, products that improve business success., accounts that trade in dollars or
62,"Frank may done told Chet,"," and Joe may have, too.", “Now they’re
64,Most columnists claim that a senior, White House official been briefing them., Obama administration official had ordered the use
65,to convince the audience that these br,ats gon ever be anything more than losers,"idesmaids are nothing, because after"
68,got a shambling charm... a, cheerfully inconsequential diversion., bit like the old lady. Well
69,Whats some topics you just cant ignore, while preparing for iit jee?," anymore: ""You and the Angels"""
70,About half of all U.S,. households got money in mutual funds.,. prisoners incarcerated in United States correctional facilities
72,"They also presented Jesus –  ""As it is written in the law of the Lord, Every male"," openeth the womb shall be called holy to the Lord"" (Luke 2:23other verses)."," child shall give their first a testimony.
This witness shall remain until they call upon him..."" ("
73,Dropbox Mobile use mobile data? Is it, any setting so that it sync only on WiFi?, a threat to cellphones? What are the security
74,It was a fine selection, of Goethe writing., of wine & hors d
75,"the chateau belong to rudd, whose portrait of a therapy-dependent", flakeball spouting french malapropisms... a nonstop hoot.," person, in art which is so strikingly similar and yet different in content, is the"
77,If checks aren't written to Indiana University," Foundation, there's gonna be an issue.",", can professors write an extra check for tuition"
78,"While local cab drivers had compliments, not everyone appreciated the", company. The Brewers had lost their game the following day, effort it took to make it to work and make the
79,During the 1950s deyre was a citywide festival called, Fiesta del Pacifico highlighting the areas of Spanish and Mexican past," Deira, now a year-round tourist site.
"
80,Prime Minister Allawi gon return to Iraq, in time for the country national conference.,"'s Anbar, where he had not"
81,It's more difficult to find a job in a city I don't live in than a," city I do live in, even if I'm willing to pay my own relocation costs?"," person living in New York, so I'll need your help! We need volunteers with experience"
82,Latin and Euro-American rhythms, both present in discos.,", that's got to feel"
84,There's been much puzzlement among, critics about what the election symbolize., the Internet community as of late as to
85,"""With Leukemia"" is a website bringing parents together world",-wide to share experiences on caring for children who have leukemia.,-wide to discuss issues related to blood and how to provide accurate
86,at the state scientific center of applied microbiology there is every kind of deadly bacteria that,was studied for use in the secret biological weapons program of the soviet union., could kill the people. The most common species are Vibrio parahaemoly
87,"In the early Olympic games, athletes used to run a mile and then recite a poem. The first poet-in-residence of an English football team, Ian McMillan, remarked that football chants are like huge tribal poems. Generally, though, sport and poetry done never seemed natural companions in human enterprise. Until the New York Mets baseball team suffered in 2007"," arguably the worst collapse in Major League Baseball history. To describe the anguish fans felt, The New York Times turned to a poet, Frank Messina. ""wasn't nothing really representing the fan point of view,"" Messina told Wikinews reporter David Shankbone in an interview. ""it's a lot of hurting people out there can't express what happened.""",", with their player Michael Conforto declaring “Let’s make a poem out of a pitch.” When we were the children of European immigrants, American kids wanted to shout “Rock Star!” or the like. For us, baseball, particularly for teams from the States, was more like a second language to us. The English"
88,My meeting started at 4:00 and I needed to catch the train at 4:30,", so there wasn't much time. Luckily, it was delayed, so it worked out.", and got up early for the 2 miles to work until 10:30 am. I worked the
89,From what I'm seeing it's generally accepted that most English, speakers got a vocabulary size of 15000 to 20000 words.," literature written by and about women has one male author, for lack"
91,Blair sorry for anyone done, lost their lives in Iraq., worse' - he's said
92,The college coaches got the most responsibility to decide," which players got a problem, not the NCAA", if Florida State freshman quarterback Davis Webb was a
93,"There is a total of 12,800 Buddha statues here, plus", the remains of the monastery founder embalmed in gold leaf., a few replicas carved in stone. Many are large statues in
94,and EDS is very particular about this hair cuts i mean it was like you can,'t have you know such and such facial hair no beards you know and just really detailed,’t just put any style into it and then it doesn’t look like
96,I put the cake away in the refrigerator., It got a lot of butter in it., That way I could have fresh icing on it
97,What traditional schooling done been considered modeled, after the traditional Islamic graduate schools?,", designed and presented by the U"
98,Participation in the Premier League by some Scottish or," Irish clubs done sometimes been discussed, but without result.", Welsh club at an English one might be a good idea
99,Anson thought he, bought the paint stripper," saw some of the
"
100,"Jane knocked on Susan's door, but", there was no answer. She was out.," Susan didn't answer. This struck Al,"
101,"I finished a web intensive program, and I've been looking for a job in web development.", I realize I don't really know web development work environment. How can I get this experience?," When I had a job lined up I never thought I would have one; however, due to"
102,"Michael said that Pinochet been came to Britain with a passport do not require no visa, and it likely that he may done presented, supported"," with evidence, medical reasons for requiring treatment and therefore, it was no reason for immigration authorities to prevent him from entering the country upon his arrival.", in time will give or will receive to the country any or some of his belongings and personal belongings. The British Embassy did the same process for it
106,Ebola Epidemic, break out in Zaire.,"

The deadly but slow"
107,"On Sunday Memoirs: 1939-1993 a memoir written by former Prime Minister of Canada Brian Mulroney gon be released. The 1,152 page tome outline Mulroney version of events during his time as prime minister. CTV gon broadcast a documentary on Brian Mulroney on the eve of his book launch. In addition, the"," network plan to air Triumph & Treachery: The Brian Mulroney Story on Sunday, CTV say the 90-minute special gon be the most complete interview the former prime minister done ever given and his first comprehensive interview since leaving office in 1993. The Quebec French language TVA network gon air a similar documentary exclusively in French later that night."," memoir can be picked up for $7.99 at the CTV Bookmobile library. Bookmobile is located at the Library on Queen, next to the Library. https://www.bookmobile.ca/library/brian-mulroney. A copy left over from the C.P.A. in this area can also be"
108,uh no uh no no i do have a place, that's rusting I need to get something on it, down in the marinas but if u pl a good
110,"In particular the Shiva Sutras, an auxiliary text to the Ashtadhyayi, introduce what can be considered a list of the phonemes"," of the Sanskrit language, with a notational system for them  that is used throughout the main text, which deals with matters of morphology, syntax and semantics.", of the ten principal vocal sounds of Sanskrit (a word by itself can only tell you what that word would sound if it were spelled differently) which have been assigned
111,After Hedges microphone was unplugged for a second time,", Pribbenow told him to wrap up his speech.",", a moment of extreme disquiet settled around the room, some"
113,"Government forces killed the head of the Armed Islamic Group, or GIA",", which done claimed responsibility for killing 61 foreigners in the last year.",", or the Hizbollah, with the group’s"
114,"The ACS, developed jointly by four American agencies, was installed in March of 2002. It's a system of three cameras, filters, and dispersers which act to detect wavelengths of"," light ranging from near-infrared to ultraviolet. It's a system was designed to last five years, according to Preston Burch, associate director and program manager for the Hubble Space Telescope"," radiant energy from sources, such as aircraft and fire, and automatically relay to the command center a signal indicating such activity. In effect, these systems rely on what may be the best infrared"
115,Grandma done set a place for Mary; and once Mrs.," Wyman was seated, she pulled her, protesting, to it."," Hoyle had found
some kind of quiet place at last, she"
116,Exclusive-UPDATE 2-Egypt pro,-Mursi alliance signal flexibility in talks,: ‘We have never been involved in
117,Microsoft gon stop developing versions of its Internet Explorer browser software for," Macintosh computers, saying that Apple Safari is now all Apple need"," multiple mobile devices, including iPhones and Android handsets. As"
118,The thief who was seized by the, police turned out to be our cousin., NYPD? The “most dangerous man
119,Mr Sahel said police done identified the bodies of seven of the 14-,strong cell believed to done carried out the five almost simultaneous attacks on Saturday.,"toed-legged cats, who had been on a hike near the cave"
120,"After a somewhat lengthy conversation, Nancy convinced the housekeeper it was no immediate cause for alarm. She did not"," mention no incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen uneasiness."," ask the young woman to be ""careful"" when walking upstairs, and took her directly to her room, which"
121,Rick Dinon the senior vice president, of 20th Century Insurance Co., of operations for the Greater Louisville Chamber
122,Nations like Israel and, Australia already got such status., Palestine are trying to gain influence
123,"Has anyone ever gotten to middle age, had little experience but ain't", happy with what they was doing for an occupation the last 25 years?, in it-for now. It feels like forever because you can't
125,Muriel got a famous painting of a ballerina by Cec,ile d'Arblay hanging in Muriel living room.,chin. She decided they would spend the night around her studio.
126,A higher price was paid for beer in the snug, and couldn't nobody look in and see the drinkers., suburb of the capital but now even the tiniest
127,John think that it is appropriate for it to, be a picture of himself in the corridor., be so as it’s in his
128,"Aside from Walpole, who else denied that", it was no such thing as the prime minister?,", say, the president was a drunk. We"
129,How Alexis de Tocqu,eville describe the French Revolution?,eville once told you about the
130,Who Bill said Frank claimed that Mary seem, to have been likely to have kissed?," to be one of 'them'.

"
131,"During the weekend of Sunday 28 December the 75 year old children clothes retailer, Adams Childrenswear called in administrators PricewaterhouseCoopers. Adams done previously been placed in administration with PricewaterhouseCoopers in 2006, but was rescued by Northern Irish businessman John Shannon in February 2007. A large rebranding followed in 2008, after 42 stores was"," closed. Adams got outlets worldwide in places such as Saudi Arabia, and also make clothing under the Mini Mode brand for Boots. At the time of the 2008 administration dey was 260 stores in the UK and 116 outlets overseas, employing around 2000 people. Adams is reported to owe around £20 million to Mr Shannon and £10 million to Burdale."," re-opened under an ownership jointly owned by the company and the Irish Trade Unions.

In January 2009, John Goudas, chairman of the company appointed the former Chief Executive John McCafferty as CEO replacing David Kennedy who also held the post of Chairman. Adams management and Northern Ireland Trade Union officials have blamed a lack of management skills and"
132,"I am in a relationship with a girl. She want to spend her whole life with me. I love her too, but I ain't sure whether I'ma marry her."," If I told her about my unsureness about marriage, she would definitely leave me. I don't want to lose her. I am very confused. Can anyone give me any suggestions?","

I just can't get over that she is beautiful, like noone that else, and in the same category. But I feel there is something wrong, whether with her or"
134,Which foods are safe to, eat that have freezer burn?, include in fish tacos or n
135,"Stars are rotating, but thatain",'t no cause for their stability.,’t a problem in this
136,What it feel like to see a, girl orgasm for the first time?," brand, who's a beloved and"
137,"What If I join for any CGL posts, would I", able to live a good retirement life after my tenure over?," receive any benefits?

I have joined, what benefits"
141,What government set standards, all schools gotta meet?, for the modern age of
142,"Three years ago, Anurag was thrice as old as Bhargav was. Two years hence",", Anurag age gon be twice that of Bhargav age. What is the present age?"," he will be two more; yet, just two, they tell me, since birth into this world."
143,I think you gotta apply a, little statistical thinking to this., lot of pressure here to not
145,"In 2001, El Salvador adopted the U.S. dollar as its currency,", while Panama done used it for decades due to its ties to the Canal Zone., giving citizens access to a national fiat currency that was not convertible into official American currency
147,What is it besides degrees, of similarity with Occitan?, and degrees of success or some
148,"But the point is, do", anyone here go by Rita?, we like each other at all
149,Mary took out her flute and played one of her favorite, pieces. She has loved it since she was a child., tunes over the phone as she prepared lunch. She had to
150,How many players on the Barel,ona team done scored over 100 goals?, base survived to see the end of the
152,Wages ain't rising at, the same rate as inflation.," all,"" said George A."
153,"I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body"," under the dining-room table, and then had to be the life and soul of a dinner party, with it there all the time.",". I saw my thoughts and let them pour straight out -- a few of my own to boot, plus that of a character in another story"
154,How can I succeed at Computer Science if Iain,'t too good at Math and Have never done Physics?," and I're fighting all the time?
Edit #"
155,"Tropical Storm Arthur is projected to weaken tonight, but it gon likely regain strength after entering the Bay of Campeche on Sunday.The 2008 Atlantic  hurricane season done got off to an early start today when a tropical storm formed off the coast of Belize, one day before the season officially begin. Tropical Storm Arthur been formed Saturday afternoon"," and quickly made landfall at the Yucatan Peninsula, near the border between Belize and Mexico. Both  countries issued a tropical storm warning for the peninsula eastern coastline. In the Mexican state of Quintana Roo, ports was closed to small boats,  water sports was banned, and those living in coastal areas was encouraged to take precautions."," and is forecast to weaken slightly tonight, but it gon' be around the same strength as the 2009 storm. Tropical storm Arthur is projected to make landfall south of Irapuato, Mexico at 9 p.m CDT, moving directly upwind of Irapuato. In Central America Tres Amerind, Guatemala issued a tropical storm"
156,"I was tryna open the lock with the key, but someone done filled"," the keyhole with chewing gum, and I couldn't get it out."," with the other keys.

You say now you know, well if"
157,"A Chilean expert points out that the 1987 Montreal Protocol has notbeen effective in arresting the destruction of the ozone layer in the earth'satmosphere, resulting in the unprecedented size of the ozone hole"," this year, and causing 120,000 people in Chile to be on yellow alert for ultraviolet radiation (meaning a fair-skinned person would get burnt within 10 minutes of being exposed to the sun)."," eversince. To help youunderstand the science underlying this information it's worth a reference checkin my science.shtml

There are a million causes of asthma attacks. They could be"
158,"The same source said that Cohen, who was received by the Prime Minister and Minister of Defense, Fayez Al-Tarawneh, gon"," hold talks especially with Jordan Crown Prince, Prince Al-Hassan Bin Talal,  who represents King Hussein in running the country's affairs.","ado-marito, at age 30, had, at times the other, and at other times the other, and during times they were both together"
159,Though the colt had been consistently the victor,", none of his rivals had been in his class."," over its companions, at one in the
evening"
160,Most of Philip K Dick works ain't, hard Sci-Fi in the least., sci-fi (and even if they
161,The FCC should not done, came to conclusion they reached.," that to you

And"
163,Iran's Parliament Questions A, Dismissive Ahmadinejad," Budget for 2013-19
"
164,Justice did not provide savings, data beyond fiscal year 1997.,", even though ""[i]"
165,uh-huh yeah we've uh we  camped at the DeGray State Park in Arkansas in the fall and it ain't nobody else hardly, around and it been was just really nice that time of year we done taken our electric blanket too just in case it was unbearable but we ain't need it, ever been on those trails in Arkansas. But uh I ain't gonna tell on you. You stay out of this area and in the south side no matter
166,"In the storm, the tree fell down and crashed through the"," roof of my house. Now, I gotta get it repaired."," roof. It was a large tree, ten feet or more over"
167,"The Episcopal Church, with 2.3 million members, the American branch"," of the worldwide Anglican Communion, which got 77 million adherents."," of the worldwide Anglican Community, is the second Anglican religious institute"
168,Every day after dinner Mr., Schmidt would take a long nap., Koyingstad or two or
169,"they presume their audience won't sit still for no sociology lesson, however entertainingly presented, so they", trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes," are very confident in the truth of the phrase!

In other ways we don't see this sort"
170,i think by limiting the number of consecutive terms a congressman or senator can hold whether it be a state, congressman or senator or at the national level limiting the two terms and then they've gotta sit out one," or federal seat for all of the major parties, you eliminate the incentive of people to spend money trying"
