idx,prompt,prompt_cont,gen0,There are many farms crowding the area,", which all produce milk and pork."," surrounding the city, but the majority of"
1,Her father kept bringing her various medical, treatments and nothing had ever worked., books and the same old doctor's
3,tin foil hat for the sarg,", what size do u wear?","eson, but i think that he"
4,The toaster Tom had bought, from him didn't work., to make toast for his family
5,Where is there a very active tradition of hunting, of small to medium-sized wild game?," in Ireland?

When does the new"
6,a rarity among recent iranian films : it's a comedy full, of gentle humor that chides the absurdity of its protagonist's plight.," of action and satire. In many ways, it's like the sort of"
9,the film is not only a love song to the movies but it also is more fully an example," of the kind of lush, all-enveloping movie experience it rhapsodizes ", of “what I do” with the “I Love Movies” label.
10,Either an Analysis that covers a lot, of cases or a very rigorous analysis," of topics
or a small blog"
12,"At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that there were ""strong"," grounds"" to believe that Mahmood had lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa."," similarities"" between the crimes against the two different people within the same neighbourhood. She was acquitted at Thames' Crown Court in May 2014 and released."
13,The father carried the sleeping boy, in the father's arms., in an earthenware
14,CCC says ten substantive changes have been, made that would affect recordkeeping requirements.," proposed to make the new code
better"
16,"Asphalt/bitumen is used to make Japan black, a lacquer known especially for its use on iron and steel, and it is also used in paint and marker inks by some graffiti supply companies to increase"," the weather resistance and permanence of the paint or ink, and to make the color much darker.[citation needed] Asphalt/bitumen is also used to seal some alkaline batteries during the manufacturing process."," cost effectiveness. Synthetic materials used in such applications are becoming more expensive each year. While asphalt was available for decades with asphaltic and bitumens, the need to find new compounds with the properties of excellent heat"
17,a slam-bang extravaganza that is all about a wild,"-and-woolly, wall-to-wall good time. ", journey into the strange and wondrous byway of the human personality through dreams
18,you have to give the audience a, reason to want to put for that effort," sense of reality behind the facade of
"
19,There was a plan that we would visit, Glasgow today but the weather is terrible.," the Grand Canyon, so that was my"
20,Ablright's Jewish cousin is, a 21 year old man named George., always a bit nervous about what he just
21,How many inches of rain does, central Nigeria get each year?, this get in Seattle right now
23,"The table was piled high with food, and on the floor beside it there"," were crocks, baskets, and a five-quart pail of milk.","
was a great kettle. And as the girl came forward this time,
"
24,There's a hole in the tarp,aulin which that stone is holding down., and they came in and ripped the top off
26,Why is stressed out the only popular twenty one pilots song? They," have many other beautiful, why is stressed out the only one?"," have the coolest pilots for that!
It's a cover..."
27,Will image quality be worse if, my lense has more glass?," no more space left?
--------------------------------"
28,In the unlikely event that the Electoral College throws," the vote, how soon will we know?"," an election before completing the vote allocation process,"
29,"It's likely that Tom will win,", but it's not clear which race., especially if our guy (Kolton
32,What effects will trade sanctions imposed on and by, Russia have on the U.S. economy?, Iran have after Trump and the UK finally ban Iran
33,What NFL teams have won, the most Super Bowl rings?, three Super Bowls in a
34,"The conventional therapy is counseling or medication, but now there is a new tool,"," one that puts the soldiers through the trauma again, only this time in virtual reality."," the gene vaccine. A long time ago, as the name suggests, people realized gene"
35,How does the process in which Japanese grow, watermelon differ from the process Koreans use?, a food supply to be included in the analysis
36,This theory captures that arrows don,'t stop in midair.,'t always show the same sign
38,A tan dog licks a, girls hand while laying down., lemonade from a plastic tub
39,What basic difference is there between the, teams of Barcelona and Real Madrid?," two?"" This would be the point"
40,Who released a guideline that recommends that, people follow a whole plant food diet?," the United States prosecute its own citizens
"
43,It proves that John was, lying that he left town., on the right track with a
44,"this is a shameless sham, calculated to cash", in on the popularity of its stars. , out from having a decent income rather than investing
45,"Can I abscond from work, I have been working in a company"," for only 2 months, and I think I am not a perfect fit here?",. It had been a hard time and I didn't do well in doing well
46,you have no remains of an, A- at the pentagon.,"
interesting character here). No,"
47,"In the United Kingdom, BBC Radio 5 Live", and 5 Live Sports Extra will carry the contest.," does not carry “the news”,"
48,"At 5:30 p.m. on Thursday, 10-15 UFOs were spotted over north London in the inner-city district of Islington. The Islington police said they started receiving phone calls only minutes after the objects started appearing. 34 year-old market stall trader Alix McAlister, who witnessed the objects, said that, ""I just picked up my son from nursery in Bredgar Road.", I had just come out of the door when I noticed what was going on in the sky. There were a group of them - 10 to 15 of them moving together. My first impression was that they reminded me of a squadron of aeroplanes in formation. But they didn't have a proper formation and they were all moving at the same speed. I thought for a while that something was happening in the centre of London.," We watched an object pass overhead and then it got brighter. A few people were running up White Horse Road (on foot). It was just an unbelievable sight. I wanted to go back and see if there was people that looked for us. Some people ran out with their cameras out and ran down White Horse and Islington Avenue."" This sighting is the first time such bizarre sight has been seen, even being reported here on our"
50,What are the most interesting products and innovations that, Bank of America is coming out with in 2016?, have arisen to date that have been around for a
51,"We have no idea about a time between roughly 300,000 and 1"," billion years after the Big Bang, when the universe was very hazy.",".5 Million years ago, when the Great Rift occurred. For our purposes"
52,It was not until the 1930s that the, Supreme Court held a delegation of authority unconstitutional., first major use of radio in Britain was successfully
53,The company will offer songs for 99 cents, and albums for $9.95., to people who can pay a donation of
54,Who has tried self hypnosis,? And how does it work?, before and how did you get started
55,Google search for Travel WODs has, whole lots of results which you can use., many titles for many weight classes. Below is
57,"The other, al-Azhar, did acquire this status in name and essence only in the course of numerous reforms during the 19th and 20","th century, notably the one of 1961 which introduced non-religious subjects to its curriculum, such as economics, engineering, medicine, and agriculture.",th centuries. The reason is that it is in the heart of the Arab world. This is perhaps why it is now the most renowned and influential
59,Is it sure that I will get my class, 12 improvement admit card delivered to my address?," next year?

~~~
br"
60,I don't believe there was any, iceberg at all anywhere near the Titanic.,"
reason, if you're gonna make"
61,Financial firms now offer internally focused, products that help improve business success., online portals to connect with customers all
62,"Frank may have told Chet,"," and Joe may have, too.","
""You better bring me some"
64,Most columnists claim that a senior, White House official has been briefing them.," government figure, or minister, once got"
65,to convince the audience that these br,ats will ever be anything more than losers,ats are getting old or that there�
68,has a shambling charm... a, cheerfully inconsequential diversion.," true story worth keeping...""<|endoftext|>"
69,What are some topics that you just cant, ignore while preparing for iit jee?, seem to put into words so in order to
70,About half of all U.S,. households have money in mutual funds.,. adults live among 10% or less
72,"They also presented Jesus –  ""As it is written in the law of the Lord, Every male"," that openeth the womb shall be called holy to the Lord"" (Luke 2:23other verses)."," being android google his own brother. "" But the disciples – ""Have we no fear of God. I"
73,Does Dropbox Mobile use mobile data? Is there any, setting so that it syncs only on WiFi?, mobile data usage statistics that people don’t
74,It was a fine selection, of Goethe's writing.,. Not one of Shakespeare's
75,"the chateau belongs to rudd, whose portrait of a therapy-dependent fl",akeball spouting french malapropisms... is a nonstop hoot. ,accid woman in full view at its main gate bears the legend 'to whom belong the
77,If checks are not written to Indiana University," Foundation, there will be an issue.", Press online with the receipt at the end
78,"While local cab drivers had compliments, not everyone appreciated the company. The Chicago Cubs decided to cancel their booking after hearing about the con, and J.J. Hardy of the Milwaukee Brewers reported being kept up by fans on Wednesday night. The Brewers"," lost their game the following day. The convention closed with next year's date ―June 26-29 ―along with the announcement of a guest: Disney animator Floyd Norman. The event's theme will be ""It's a Jungle Out There!""."," will play at Progressive Field tomorrow night, according to manager Ron Roenicke.

""When I got there, I was treated well,"" one customer reported to the paper in a written account Wednesday evening.

After paying their fare,"
79,During the 1950s there was a citywide festival called Fiesta, del Pacifico highlighting the area's Spanish and Mexican past.," Viva, “Viva Chicago – in the Streets"
80,Prime Minister Allawi will return to Iraq, in time for the country's national conference., within three days as he takes part in an
81,Is it more difficult to find a job in a city I don't live in than a," city I do live in, even if I'm willing to pay my own relocation costs?"," place where I've never lived in but will soon?

The following comes from a"
82,Latin and Euro-American rhythms, are both present in discos., at home and at war. This
84,there has been much puzzlement among, critics about what the election symbolizes.," some members of the

[14"
85,"""With Leukemia"" is a website bringing parents together world",-wide to share experiences on caring for children who have leukemia.,-wide to discuss parenting in Leukemia & Oncology.
86,at the state scientific center of applied microbiology there is every kind of deadly bacteria that, was studied for use in the secret biological weapons program of the soviet union.," can kill in a very tiny quantity; every year, new infectious diseases are developed and"
87,"In the early Olympic games, athletes used to run a mile and then recite a poem. The first poet-in-residence of an English football team, Ian McMillan, remarked that football chants are like huge tribal poems. Generally, though, sport and poetry have never seemed natural companions in human enterprise. Until the New York Mets baseball team suffered in 2007"," arguably the worst collapse in Major League Baseball history. To describe the anguish fans felt, The New York Times turned to a poet, Frank Messina. ""Nothing was really representing the fan's point of view,"" Messina told Wikinews reporter David Shankbone in an interview. ""There's a lot of hurting people out there who can't express what happened."""," due to the lack of fan fervour and the team had begun to look like it, was the world really going to turn a blind eye to football chants?

Of course, it isn’t as if football chants didn´t exist, because they did: people would tell you. It was something that seemed to crop up whenever a professional game took"
88,My meeting started at 4:00 and I needed to catch the train at 4:30,", so there wasn't much time. Luckily, it was delayed, so it worked out.",. I did a big circle and started the work on my paper. Then I stayed in front
89,From what I'm seeing it's generally accepted that most English, speakers have a vocabulary size of 15000 to 20000 words.," teachers are ""fangood kids"" and probably go on to"
91,Blair is sorry for anyone who, has lost their lives in Iraq., finds or is affected by the content
92,The college coaches have the most responsibility to decide," which players have a problem, not the NCAA", when a student leaves school for a job or
93,"There is a total of 12,800 Buddha statues here, plus", the remains of the monastery's founder embalmed in gold leaf., six different sized statues placed around. I know it’s a
94,and EDS is very particular about this hair cuts i mean it was like you can,'t have you know such and such facial hair no beards you know and just really detailed, have only 6 choices and all of them are on same hair with no gaps and you will
96,I put the cake away in the refrigerator., It has a lot of butter in it., I took the box and set it alongside my
97,What traditional schooling has been considered modeled, after the traditional Islamic graduate schools?, to address children from non-Christ
98,Participation in the Premier League by some Scottish or," Irish clubs has sometimes been discussed, but without result.", English clubs (as they did on the BBC's Match
99,Anson thought that he, had bought the paint stripper,’d spend the rest
100,"Jane knocked on Susan's door, but", there was no answer. She was out.," without enthusiasm, without hope. ""What's"
101,"I finished a web intensive program, and I've been looking for a job in web development.", I realize I don't really know the web development work environment. How can I get this experience?," I want to be sure, especially if I'm going to be working long term. If anyone wants"
102,"Michael said that Pinochet came to Britain with a passport that does not require a visa, and it is likely that he may have presented, supported"," with evidence, medical reasons for requiring treatment and therefore, there was no reason for immigration authorities to prevent him from entering the country upon his arrival.", or funded him in return. The only thing is that it is hard for anyone to prove that he has done this because nobody has taken to the
106,Ebola Epidemic, breaks out in Zaire., in the United States: Why
107,"On Sunday Memoirs: 1939-1993 a memoir written by former Prime Minister of Canada Brian Mulroney will be released. The 1,152 page tome outlines Mulroney's version of events during his time as prime minister. CTV will broadcast a documentary on Brian Mulroney on the eve of his book launch. In addition,"," the network plans to air Triumph & Treachery: The Brian Mulroney Story on Sunday, CTV says the 90-minute special will be the most complete interview the former prime minister has ever given and his first comprehensive interview since leaving office in 1993. The Quebec French language TVA network will air a similar documentary exclusively in French later that night."," this week’s Focus Canada article will discuss how history’s archives can help Canadian universities today.

Featuring some of Mulroney’s own writing

The day of the unveiling takes three weeks. The official unveiling ceremony is held the morning of April 19, 2013 at 11:00 AM in the Canadian War Museum."
108,uh no uh no no i do have a place, that's rusting i need to get something on it, for people where i come for a visit in tne
110,"In particular the Shiva Sutras, an auxiliary text to the Ashtadhyayi, introduces what can be considered a list of the phonemes"," of the Sanskrit language, with a notational system for them that is used throughout the main text, which deals with matters of morphology, syntax and semantics.",", syllables, and vowels used in Sanskrit as spoken by the people of the region of the Deccan Plateau and surrounding regions during the six"
111,After Hedges' microphone was unplugged for a second time,", Pribbenow told him to wrap up his speech.",", he could still hear the roar. He was about to lose"
113,"Government forces killed the head of the Armed Islamic Group, or GIA",", which has claimed responsibility for killing 61 foreigners in the last year.",", in a gun-battle late Friday, according to a government source"
114,"The ACS, developed jointly by four American agencies, was installed in March of 2002. It is a system of three cameras, filters, and dispersers which act to detect wavelengths of light ranging from near-infrared to ultraviolet. It is a system that was designed to last five years, according to Preston Burch, associate director and program manager for the Hubble", Space Telescope. NASA also indicated that the other four main systems on the telescope remain unaffected and functioning normally. Research work will resume this week using those systems. A scheduled mission to the space telescope in 2008 is expected to deliver instruments to further upgrade the capabilities of the telescope. It is not known what the effect of the ACS failure will have on the scheduled mission.," Space Telescope.

“Hubble saw the potential of this telescope, and we were a big, very enthusiastic sponsor until our own facilities were being attacked. We didn’t think Hubble could live up to that challenge. If you start having political or religious conflicts and the science is attacked, then of course you’d expect the industry to"
115,Grandma had set a place for Mary; and once Mrs.," Wyman was seated, she pulled her, protesting, to it."," Smith showed
down again, it was no longer necessary for Mary to"
116,Exclusive-UPDATE 2-Egypt pro,-Mursi alliance signals flexibility in talks,-regime protesters call for all military commanders
117,Microsoft will stop developing versions of its Internet Explorer browser software for Macintosh," computers, saying that Apple's Safari is now all that Apple needs.",", Linux, and other Microsoft platforms. According to Cnet, this"
118,The thief who was seized by the, police turned out to be our cousin.," security staff

The victim is shown"
119,Mr Sahel said police had identified the bodies of seven of the 14-,strong cell believed to have carried out the five almost simultaneous attacks on Saturday.,"strong team, three of which were French expats and children. Four of"
120,"After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm. She did not"," mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness."," go back and report it.

'What are you telling the neighbours?' asked Tom. But before either of them"
121,Rick Dinon is the senior vice, president of 20th Century Insurance Co.," president at IBM, specializing in the Internet"
122,Nations like Israel and, Australia already have such status.," Palestine, which claim to represent"
123,"Has anyone ever gotten to middle age, had little experience but was not", happy with what they were doing for an occupation the last 25 years?," scared, wanted to get fit, and just really wanted to be a"
125,Muriel has a famous painting of a ballerina by Cec,ile d'Arblay hanging in Muriel's living room.,"ile Gerolye, _C.G. Goringe_"
126,A higher price was paid for beer in the snug, and nobody could look in and see the drinkers., confines of the White House on the night of the
127,John thinks that it is appropriate for there to, be a picture of himself in the corridor., be some sort of code to mark your progress
128,"Aside from Walpole, who else denied that", there was no such thing as the prime minister?," the Pope had any power, the most important of"
