idx,prompt,prompt_cont,gen0,There are many farms crowding the area,", which all produce milk and pork.",", but the one that is the most"
1,Her father kept bringing her various medical, treatments and nothing had ever worked.," books, and she was always fascinated"
3,tin foil hat for the sarg,", what size do u wear?","ent's head.

"""
4,The toaster Tom had bought, from him didn't work., for his son was a gift
5,Where is there a very active tradition of hunting, of small to medium-sized wild game?," in the United States?

I am"
6,a rarity among recent iranian films : it's a comedy full, of gentle humor that chides the absurdity of its protagonist's plight.," of humour and a bit of a surprise.

The film is based"
9,the film is not only a love song to the movies but it also is more fully an example," of the kind of lush, all-enveloping movie experience it rhapsodizes "," of the way that the film industry has been able to adapt to the changing times.

"
10,Either an Analysis that covers a lot, of cases or a very rigorous analysis, of ground or a single chapter that
12,"At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that there were ""strong"," grounds"" to believe that Mahmood had lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa."," grounds for suspicion"" that she had been involved in the murder of her husband.

The trial was the first to be held in the UK"
13,The father carried the sleeping boy, in the father's arms., to the back of the house
14,CCC says ten substantive changes have been, made that would affect recordkeeping requirements.," made to the bill.

The"
16,"Asphalt/bitumen is used to make Japan black, a lacquer known especially for its use on iron and steel, and it is also used in paint and marker inks by some graffiti supply companies to increase"," the weather resistance and permanence of the paint or ink, and to make the color much darker.[citation needed] Asphalt/bitumen is also used to seal some alkaline batteries during the manufacturing process."," the blackness of the ink.

In the United States, asphalt is used in the manufacture of asphaltic pavement, and in the manufacture of asphaltic concrete.

In the United States, asphalt is"
17,a slam-bang extravaganza that is all about a wild,"-and-woolly, wall-to-wall good time. ",", sexy, and very dangerous woman.

The film is a bit"
18,you have to give the audience a, reason to want to put for that effort," reason to care about you.

"
19,There was a plan that we would visit, Glasgow today but the weather is terrible., the site of the ancient city of Troy
20,Ablright's Jewish cousin is, a 21 year old man named George.," a Jew.

Ablright"
21,How many inches of rain does, central Nigeria get each year?, it take to kill a person
