index,prompt,prompt_cont,gen0,['It is many farms crowding the area'],"[', which all produce milk and pork.']",[' around the lake where the new town is']
1,['Her father kept bringing her various medical treatments'],"["" and ain't nothing done ever worked.""]",['. He would say that he was going']
2,['The president'],[' gon run.'],[' of the United']
3,['tin foil hat for the s'],"['arg, what size u wear?']","['ombrero.\n\n""That']"
4,['The toaster Tom done bought'],"["" from him ain't work.""]",[' a new one. So far']
5,['Where is it a very active tradition of hunting'],[' of small to medium-sized wild game?'],['?\n\nA:\n\nIt is']
6,"[""a rarity among recent iranian films : it's a comedy""]",[' full of gentle humor chide the absurdity of its protagonist  plight.'],"["", and it's also a horror film.\n\nThe film is""]"
7,['Bill very'],[' compassionate.'],"[' much,']"
8,['It is additional reporting'],[' standards for financial audits.'],[' that the current head of']
9,"[""the film ain't only love no song to the movies but it also more fully an example""]","[' of the kind of lush, all-enveloping movie experience it rhapsodize']",[' of why the film genre is so important in the first place.\n\nThe film is']
10,['Either an Analysis cover a lot'],[' of cases or a very rigorous analysis'],"[' of ground, or a book that']"
11,['Girl stand in subway'],[' waiting on something.'],[' as she gets off']
12,"['At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that dey was ""']","['strong grounds"" to believe that Mahmood done lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa.']","['an unrepentant murderer"".\n\nThe trial was the first in a series of high-profile cases that would see the death penalty imposed on']"
13,['The father carried the sleeping'],[' boy in the father arms.'],[' baby in his arms. It']
14,['CCC say ten substantive changes done been'],[' made would affect recordkeeping requirements.'],"[' made to the bill, with the']"
15,['People was killed in'],[' a collision between ships.'],"[' the attack, including a']"
16,['Is dey any pharmaceutical entrepreneurs can explain their'],"["" business' briefly and how they get there?""]",[' product to me?\n\nA:\n']
17,['How brave I know'],[' a boy is!'],"[' you are, my']"
18,"['Asphalt/bitumen is used to make Japan black, a lacquer known especially for its use on iron and steel, and it is also used in paint and marker ink by some graffiti supply companies to increase']","[' the weather resistance and permanence of the paint or ink, and to make the color much darker.[citation needed] Asphalt/bitumen is also used to seal some alkaline batteries during the manufacturing process.']","[' the value of the ink.\n\nThe term ""asphalt"" is derived from the Latin word ""asparagus"", which was used as a vegetable in ancient Rome, and is the source of the English word']"
19,['a slam-bang extravaganza is all about a wild'],"['-and-woolly, wall-to-wall good time.']","[', raucous, raunchy, and raunchy-']"
20,['you gotta give the audience a reason'],[' to want to put for that effort'],[' to want to see you again.']
21,"['woody allen  latest an ambling, broad comedy about all']",[' dey is to love -- and hate -- about the movie biz.'],[' the problems that face the modern family.\n\nIn the late 19th']
22,['It was a plan that we would'],[' visit Glasgow today but the weather terrible.'],[' have to live with. It was a']
23,['Ablright Jewish cousin a'],[' 21 year old man named George.'],"['.k.a. ""The']"
24,['How many inches of rain'],[' central Nigeria get each year?'],[' have fallen since the beginning of']
25,"[""it ain't""]",[' scary in the slightest'],"[' a good idea.""']"
26,"['The table was piled high with food, and on the floor beside it it']","[' was crocks, baskets, and a five-quart pail of milk.']",[' seemed that the kitchen had been turned into a dining room. There were a dozen']
27,"[""Dey's a hole in the tarp""]",['aulin which that stone is holding down.'],"["".\n\nI'm not sure if I""]"
28,['Donald Trump actually care'],[' about the United States?'],[' about the economy.\n']
29,['Why is stressed out the only popular twenty one pilots song? They'],"[' got many other beautiful, why is stressed out the only one?']",[' are all about the same.\n\nThe only thing that different']
30,['Will image quality be worse if'],[' my lense got more glass?'],[' I use a custom image?\n']
31,['In the unlikely event the Electoral College throw'],"[' the vote, how soon gon we know?']","[' their lot in with Trump, Republicans would have']"
