0,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Positive
5,Positive
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Neutral
11,Neutral
12,Negative
13,Positive
14,Neutral
15,Neutral
16,Neutral
17,Neutral
18,Negative
19,Neutral
20,Neutral
21,Neutral
22,Positive
23,Neutral
24,Neutral
25,Positive
26,Neutral
27,Positive
28,Negative
29,Negative
30,Neutral
31,Positive
32,Neutral
33,Neutral
34,Neutral
35,Neutral
36,Neutral
37,Positive
38,Neutral
39,Neutral
40,Neutral
41,Neutral
42,Positive
43,Neutral
44,Positive
45,Neutral
46,Neutral
47,Neutral
48,Neutral
49,Neutral
50,Negative
51,Neutral
52,Neutral
53,Neutral
54,Neutral
55,Negative
56,Positive
57,Neutral
58,Neutral
59,Neutral
60,Neutral
61,Neutral
62,Negative
63,Neutral
64,Neutral
65,Neutral
66,Neutral
67,Neutral
68,Neutral
69,Neutral
70,Neutral
71,Negative
72,Neutral
73,Neutral
74,Positive
75,Neutral
76,Negative
77,Positive
78,Neutral
79,Negative
80,Neutral
81,Neutral
82,Neutral
83,Positive
84,Positive
85,Positive
86,Neutral
87,Positive
88,Neutral
89,Positive
90,Negative
91,Neutral
92,Neutral
93,Neutral
94,Neutral
95,Neutral
96,Neutral
97,Positive
98,Negative
99,Negative
100,Positive
101,Neutral
102,Neutral
103,Positive
104,Negative
105,Neutral
106,Positive
107,Neutral
108,Negative
109,Neutral
110,Neutral
111,Positive
112,Neutral
113,Neutral
114,Negative
115,Positive
116,Neutral
117,Negative
118,Neutral
119,Positive
120,Neutral
121,Neutral
122,Neutral
123,Neutral
124,Neutral
125,Negative
126,Neutral
127,Neutral
128,Neutral
129,Neutral
130,Positive
131,Positive
132,Negative
133,Negative
134,Neutral
135,Positive
136,Neutral
137,Neutral
138,Neutral
139,Neutral
140,Neutral
141,Neutral
142,Positive
143,Negative
144,Neutral
145,Neutral
146,Neutral
147,Positive
148,Neutral
149,Positive
150,Neutral
151,Neutral
152,Positive
153,Positive
154,Negative
155,Neutral
156,Positive
157,Neutral
158,Neutral
159,Neutral
160,Neutral
161,Neutral
162,Positive
163,Positive
164,Neutral
165,Neutral
166,Neutral
167,Positive
168,Neutral
169,Neutral
170,Positive
171,Neutral
172,Neutral
173,Neutral
174,Neutral
175,Positive
176,Neutral
177,Neutral
178,Neutral
179,Neutral
180,Positive
181,Neutral
182,Neutral
183,Positive
184,Neutral
185,Neutral
186,Positive
187,Negative
188,Neutral
189,Positive
190,Positive
191,Neutral
192,Neutral
193,Positive
194,Neutral
195,Neutral
196,Negative
197,Neutral
198,Positive
199,Positive
200,Negative
201,Neutral
202,Neutral
203,Negative
204,Negative
205,Positive
206,Positive
207,Neutral
208,Neutral
209,Neutral
210,Neutral
211,Positive
212,Neutral
213,Positive
214,Neutral
215,Neutral
216,Neutral
217,Neutral
218,Neutral
219,Positive
220,Positive
221,Negative
222,Positive
223,Neutral
224,Neutral
225,Neutral
226,Neutral
227,Neutral
228,Positive
229,Positive
230,Neutral
231,Neutral
232,Negative
233,Positive
234,Positive
235,Positive
236,Neutral
237,Positive
238,Positive
239,Neutral
240,Positive
241,Neutral
242,Neutral
243,Negative
244,Positive
245,Neutral
246,Negative
247,Positive
248,Positive
249,Neutral
250,Neutral
251,Positive
252,Neutral
253,Negative
254,Neutral
255,Neutral
256,Negative
257,Neutral
258,Neutral
259,Negative
260,Neutral
261,Neutral
262,Neutral
263,Neutral
264,Neutral
265,Neutral
266,Neutral
267,Neutral
268,Positive
269,Neutral
270,Positive
271,Positive
272,Neutral
273,Neutral
274,Neutral
275,Neutral
276,Positive
277,Neutral
278,Neutral
279,Neutral
280,Neutral
281,Positive
282,Neutral
283,Neutral
284,Neutral
285,Positive
286,Neutral
287,Neutral
288,Negative
289,Neutral
290,Positive
291,Positive
292,Positive
293,Neutral
294,Positive
295,Neutral
296,Neutral
297,Neutral
298,Neutral
299,Neutral
300,Neutral
301,Negative
302,Neutral
303,Positive
304,Negative
305,Neutral
306,Positive
307,Neutral
308,Positive
309,Neutral
310,Neutral
311,Positive
312,Neutral
313,Neutral
314,Neutral
315,Neutral
316,Neutral
317,Positive
318,Neutral
319,Neutral
320,Neutral
321,Neutral
322,Neutral
323,Positive
324,Neutral
325,Neutral
326,Negative
327,Neutral
328,Neutral
329,Neutral
330,Neutral
331,Neutral
332,Neutral
333,Neutral
334,Neutral
335,Positive
336,Positive
337,Positive
338,Neutral
339,Neutral
340,Neutral
341,Neutral
342,Neutral
343,Neutral
344,Neutral
345,Neutral
346,Neutral
347,Positive
348,Neutral
349,Neutral
350,Neutral
351,Positive
352,Neutral
353,Neutral
354,Neutral
355,Neutral
356,Neutral
357,Neutral
358,Neutral
359,Positive
360,Positive
361,Neutral
362,Neutral
363,Negative
364,Neutral
365,Neutral
366,Neutral
367,Positive
368,Neutral
369,Neutral
370,Neutral
371,Positive
372,Neutral
373,Neutral
374,Positive
375,Neutral
376,Neutral
377,Neutral
378,Positive
379,Neutral
380,Neutral
381,Positive
382,Positive
383,Positive
384,Positive
385,Neutral
386,Neutral
387,Neutral
388,Negative
389,Neutral
390,Neutral
391,Negative
392,Neutral
393,Neutral
394,Positive
395,Positive
396,Positive
397,Positive
398,Neutral
399,Neutral
400,Positive
401,Positive
402,Positive
403,Negative
404,Neutral
405,Neutral
406,Neutral
407,Neutral
408,Neutral
409,Neutral
410,Neutral
411,Neutral
412,Neutral
413,Positive
414,Neutral
415,Positive
416,Neutral
417,Neutral
418,Positive
419,Positive
420,Neutral
421,Neutral
422,Positive
423,Positive
424,Positive
425,Positive
426,Neutral
427,Positive
428,Neutral
429,Negative
430,Neutral
431,Neutral
432,Positive
433,Neutral
434,Neutral
435,Neutral
436,Neutral
437,Positive
438,Neutral
439,Neutral
440,Neutral
441,Neutral
442,Neutral
443,Positive
444,Neutral
445,Negative
446,Positive
447,Neutral
448,Positive
449,Neutral
450,Neutral
451,Positive
