0,POSITIVE,0.9974
1,POSITIVE,0.7887
2,POSITIVE,0.9943
3,POSITIVE,0.9963
4,POSITIVE,0.9998
5,NEGATIVE,0.9949
6,NEGATIVE,0.9984
7,POSITIVE,0.9996
8,POSITIVE,0.984
9,POSITIVE,0.9517
10,POSITIVE,0.9897
11,NEGATIVE,0.9657
12,NEGATIVE,0.9997
13,POSITIVE,0.999
14,POSITIVE,0.8002
15,POSITIVE,0.9922
16,NEGATIVE,0.9508
17,POSITIVE,0.9994
18,POSITIVE,0.9809
19,POSITIVE,0.9976
20,POSITIVE,0.9751
21,POSITIVE,0.9987
22,POSITIVE,0.9498
23,POSITIVE,0.6298
24,POSITIVE,0.8121
25,NEGATIVE,0.9989
26,NEGATIVE,0.9997
27,NEGATIVE,0.9992
28,POSITIVE,0.9774
29,NEGATIVE,0.9757
30,POSITIVE,0.9321
31,NEGATIVE,0.9637
32,NEGATIVE,0.9991
33,POSITIVE,0.994
34,POSITIVE,0.9991
35,NEGATIVE,0.9535
36,NEGATIVE,0.6743
37,NEGATIVE,0.9631
38,NEGATIVE,0.989
39,POSITIVE,0.9994
40,NEGATIVE,0.9929
41,POSITIVE,0.9955
42,NEGATIVE,0.9446
43,NEGATIVE,0.9825
44,NEGATIVE,0.9702
45,POSITIVE,0.9853
46,POSITIVE,0.9917
47,NEGATIVE,0.9662
48,NEGATIVE,0.9961
49,NEGATIVE,0.9397
50,POSITIVE,0.9972
51,NEGATIVE,0.9935
52,POSITIVE,0.997
53,POSITIVE,0.9983
54,POSITIVE,0.9984
55,NEGATIVE,0.9361
56,POSITIVE,0.9683
57,POSITIVE,0.9357
58,POSITIVE,0.9962
59,POSITIVE,0.9956
60,NEGATIVE,0.9525
61,NEGATIVE,0.9741
62,POSITIVE,0.9943
63,POSITIVE,0.9969
64,POSITIVE,0.9993
65,NEGATIVE,0.9915
66,NEGATIVE,0.9978
67,POSITIVE,0.9981
68,POSITIVE,0.9991
69,POSITIVE,0.9386
70,NEGATIVE,0.6808
71,POSITIVE,0.9919
72,POSITIVE,0.999
73,NEGATIVE,0.9939
74,NEGATIVE,0.9991
75,NEGATIVE,0.9996
76,NEGATIVE,0.8341
77,NEGATIVE,0.9887
78,NEGATIVE,0.9834
79,NEGATIVE,0.949
80,POSITIVE,0.9362
81,NEGATIVE,0.9975
82,NEGATIVE,0.9881
83,NEGATIVE,0.9998
84,POSITIVE,0.5792
85,POSITIVE,0.6916
86,POSITIVE,0.9973
87,POSITIVE,0.6075
88,POSITIVE,0.9998
89,POSITIVE,0.9985
90,NEGATIVE,0.9947
91,POSITIVE,0.8664
92,NEGATIVE,0.946
93,NEGATIVE,0.8922
94,NEGATIVE,0.9952
95,NEGATIVE,0.984
96,POSITIVE,0.9999
97,NEGATIVE,0.9862
98,POSITIVE,0.9996
99,POSITIVE,0.6039
100,NEGATIVE,0.9714
101,POSITIVE,0.9991
102,POSITIVE,0.9947
103,POSITIVE,0.999
104,NEGATIVE,0.9995
105,NEGATIVE,0.9995
106,NEGATIVE,0.8726
107,POSITIVE,0.6088
108,NEGATIVE,0.9967
109,NEGATIVE,0.9974
110,NEGATIVE,0.99
111,POSITIVE,0.9955
112,NEGATIVE,0.9056
113,POSITIVE,0.9992
114,NEGATIVE,0.9666
115,POSITIVE,0.994
116,NEGATIVE,0.9902
117,POSITIVE,0.7157
118,POSITIVE,0.9998
119,POSITIVE,0.9989
120,NEGATIVE,0.9908
121,POSITIVE,0.9896
122,POSITIVE,0.9235
123,NEGATIVE,0.9779
124,POSITIVE,0.9958
125,NEGATIVE,0.9808
126,POSITIVE,0.9993
127,POSITIVE,0.7124
128,NEGATIVE,0.9933
129,POSITIVE,0.9774
130,POSITIVE,0.9841
131,POSITIVE,0.989
132,POSITIVE,0.9795
133,NEGATIVE,0.9723
134,POSITIVE,0.9939
135,POSITIVE,0.9926
136,NEGATIVE,0.6543
137,NEGATIVE,0.9695
138,NEGATIVE,0.9879
139,NEGATIVE,0.9904
140,POSITIVE,0.9346
141,POSITIVE,0.9995
142,NEGATIVE,0.9986
143,POSITIVE,0.9609
144,POSITIVE,0.9988
145,POSITIVE,0.9962
146,POSITIVE,0.9813
147,NEGATIVE,0.8902
148,NEGATIVE,0.9777
149,NEGATIVE,0.9946
150,NEGATIVE,0.9866
151,NEGATIVE,0.9335
152,POSITIVE,0.9913
153,POSITIVE,0.9382
154,NEGATIVE,0.9911
155,NEGATIVE,0.9891
156,POSITIVE,0.9127
157,NEGATIVE,0.9839
158,NEGATIVE,0.9949
159,POSITIVE,0.6433
160,NEGATIVE,0.9975
161,NEGATIVE,0.9977
162,POSITIVE,0.9997
163,POSITIVE,0.9999
164,NEGATIVE,0.9933
165,NEGATIVE,0.9668
166,NEGATIVE,0.9595
167,NEGATIVE,0.875
168,POSITIVE,0.9999
169,POSITIVE,0.9616
170,NEGATIVE,0.9685
171,POSITIVE,0.9995
172,POSITIVE,0.9774
173,POSITIVE,0.9856
174,POSITIVE,0.9964
175,NEGATIVE,0.9995
176,POSITIVE,0.9731
177,NEGATIVE,0.9856
178,POSITIVE,0.9989
179,POSITIVE,0.9988
180,NEGATIVE,0.9772
181,NEGATIVE,0.9186
182,NEGATIVE,0.9996
183,POSITIVE,0.9997
184,NEGATIVE,0.9817
185,NEGATIVE,0.9972
186,NEGATIVE,0.9149
187,NEGATIVE,0.9922
188,POSITIVE,0.9739
189,NEGATIVE,0.7399
190,POSITIVE,0.9985
191,NEGATIVE,0.7766
192,NEGATIVE,0.9786
193,POSITIVE,0.9989
194,POSITIVE,0.9741
195,NEGATIVE,0.8108
196,NEGATIVE,0.9961
197,NEGATIVE,0.9955
198,POSITIVE,0.9992
199,NEGATIVE,0.9895
200,POSITIVE,0.9632
201,NEGATIVE,0.9987
202,NEGATIVE,0.9861
203,NEGATIVE,0.9974
204,POSITIVE,0.9885
205,POSITIVE,0.7909
206,POSITIVE,0.9914
207,NEGATIVE,0.9896
208,POSITIVE,0.9731
209,POSITIVE,0.9998
210,NEGATIVE,0.9997
211,NEGATIVE,0.9986
212,POSITIVE,0.995
213,POSITIVE,0.5547
214,NEGATIVE,0.9741
215,NEGATIVE,0.9737
216,NEGATIVE,0.8338
217,NEGATIVE,0.9735
218,NEGATIVE,0.8694
219,POSITIVE,0.9925
220,NEGATIVE,0.953
221,NEGATIVE,0.9824
222,POSITIVE,0.9924
223,NEGATIVE,0.6607
224,POSITIVE,0.9433
225,NEGATIVE,0.9982
226,NEGATIVE,0.9951
227,NEGATIVE,0.998
228,NEGATIVE,0.9591
229,POSITIVE,0.9972
230,POSITIVE,0.9976
231,NEGATIVE,0.952
232,POSITIVE,0.9994
233,NEGATIVE,0.9641
234,POSITIVE,0.8917
235,POSITIVE,0.9986
236,POSITIVE,0.9996
237,NEGATIVE,0.9945
238,NEGATIVE,0.9924
239,POSITIVE,0.6564
240,POSITIVE,0.9992
241,NEGATIVE,0.977
242,POSITIVE,0.9952
243,POSITIVE,0.9998
244,POSITIVE,0.9998
245,POSITIVE,0.9996
246,POSITIVE,0.7802
247,NEGATIVE,0.9642
248,POSITIVE,0.9994
249,POSITIVE,0.9964
250,POSITIVE,0.9996
251,POSITIVE,0.9993
252,POSITIVE,0.6438
253,NEGATIVE,0.8971
254,POSITIVE,0.9973
255,POSITIVE,0.9999
256,POSITIVE,0.9996
257,NEGATIVE,0.9987
258,POSITIVE,0.9958
259,NEGATIVE,0.9989
260,POSITIVE,0.9984
261,POSITIVE,0.8576
262,POSITIVE,0.9592
263,NEGATIVE,0.9997
264,NEGATIVE,0.9839
265,POSITIVE,0.9999
266,POSITIVE,0.9993
267,NEGATIVE,0.9811
268,POSITIVE,0.6803
269,POSITIVE,0.9832
270,NEGATIVE,0.9876
271,POSITIVE,0.9922
272,POSITIVE,0.6546
273,NEGATIVE,0.9398
274,POSITIVE,0.999
275,NEGATIVE,0.9813
276,NEGATIVE,0.8199
277,POSITIVE,0.9918
278,NEGATIVE,0.8677
279,POSITIVE,0.9194
280,NEGATIVE,0.9956
281,POSITIVE,0.9998
282,POSITIVE,0.9739
283,POSITIVE,0.9794
284,POSITIVE,0.9528
285,POSITIVE,0.9983
286,NEGATIVE,0.971
287,POSITIVE,0.9988
288,NEGATIVE,0.9585
289,NEGATIVE,0.7629
290,NEGATIVE,0.9797
291,NEGATIVE,0.8946
292,NEGATIVE,0.9993
293,POSITIVE,0.9918
294,NEGATIVE,0.9967
295,POSITIVE,0.9681
296,POSITIVE,0.622
297,POSITIVE,0.7769
298,POSITIVE,0.9833
299,NEGATIVE,0.9988
300,POSITIVE,0.9983
301,POSITIVE,0.9938
302,POSITIVE,0.9877
303,POSITIVE,0.9923
304,POSITIVE,0.9887
305,POSITIVE,0.9967
306,NEGATIVE,0.9712
307,NEGATIVE,0.9896
308,NEGATIVE,0.9824
309,POSITIVE,0.9996
310,POSITIVE,0.5241
311,POSITIVE,0.9997
312,POSITIVE,0.998
313,POSITIVE,0.9998
314,NEGATIVE,0.9723
315,NEGATIVE,0.9773
316,POSITIVE,0.9626
317,NEGATIVE,0.9724
318,POSITIVE,0.9927
319,NEGATIVE,0.9938
320,POSITIVE,0.9997
321,POSITIVE,0.9723
322,POSITIVE,0.883
323,POSITIVE,0.7132
324,NEGATIVE,0.9869
325,POSITIVE,0.8403
326,NEGATIVE,0.9848
327,POSITIVE,0.9842
328,POSITIVE,0.9831
329,NEGATIVE,0.7322
330,NEGATIVE,0.9771
331,POSITIVE,0.9974
332,NEGATIVE,0.9988
333,POSITIVE,0.9805
334,NEGATIVE,0.9899
335,POSITIVE,0.6363
336,POSITIVE,0.9991
337,POSITIVE,0.9995
338,POSITIVE,0.9977
339,NEGATIVE,0.994
340,POSITIVE,0.9957
341,NEGATIVE,0.8267
342,NEGATIVE,0.9989
343,NEGATIVE,0.9189
344,NEGATIVE,0.9981
345,NEGATIVE,0.9559
346,POSITIVE,0.9997
347,POSITIVE,0.9976
348,NEGATIVE,0.8207
349,POSITIVE,0.9972
350,POSITIVE,0.9748
351,NEGATIVE,0.6275
352,POSITIVE,0.9934
353,POSITIVE,0.9837
354,NEGATIVE,0.9894
355,POSITIVE,0.9871
356,NEGATIVE,0.9795
357,POSITIVE,0.9987
358,POSITIVE,0.9971
359,POSITIVE,0.9945
360,POSITIVE,0.9998
361,NEGATIVE,0.7418
362,NEGATIVE,0.9838
363,NEGATIVE,0.9922
364,NEGATIVE,0.9658
365,POSITIVE,0.9977
366,NEGATIVE,0.9516
367,POSITIVE,0.9996
368,POSITIVE,0.9968
369,NEGATIVE,0.9899
370,POSITIVE,0.9627
371,NEGATIVE,0.89
372,NEGATIVE,0.9778
373,NEGATIVE,0.6605
374,NEGATIVE,0.9928
375,POSITIVE,0.964
376,NEGATIVE,0.9837
377,NEGATIVE,0.9655
378,NEGATIVE,0.9883
379,POSITIVE,0.9742
380,POSITIVE,0.9924
381,POSITIVE,0.9999
382,POSITIVE,0.9998
383,POSITIVE,0.9999
384,NEGATIVE,0.6398
385,NEGATIVE,0.9983
386,NEGATIVE,0.9899
387,NEGATIVE,0.9901
388,POSITIVE,0.9952
389,NEGATIVE,0.9949
390,POSITIVE,0.9364
391,NEGATIVE,0.9933
392,NEGATIVE,0.9995
393,POSITIVE,0.9998
394,POSITIVE,0.9994
395,POSITIVE,0.9976
396,POSITIVE,0.9991
397,POSITIVE,0.915
398,NEGATIVE,0.9995
399,NEGATIVE,0.9997
400,NEGATIVE,0.9198
401,NEGATIVE,0.9845
402,POSITIVE,0.9998
403,NEGATIVE,0.9996
404,POSITIVE,0.9974
405,POSITIVE,0.9989
406,NEGATIVE,0.9941
407,NEGATIVE,0.9167
408,NEGATIVE,0.9591
409,NEGATIVE,0.8308
410,POSITIVE,0.9768
411,NEGATIVE,0.9897
412,POSITIVE,0.9999
413,POSITIVE,0.9506
414,NEGATIVE,0.5638
415,POSITIVE,0.9628
416,NEGATIVE,0.9996
417,NEGATIVE,0.9922
418,POSITIVE,0.9994
419,POSITIVE,0.9978
420,NEGATIVE,0.9964
421,NEGATIVE,0.9655
422,NEGATIVE,0.9981
423,NEGATIVE,0.9978
424,NEGATIVE,0.9992
425,POSITIVE,0.9993
426,NEGATIVE,0.9652
427,POSITIVE,0.9992
428,POSITIVE,0.9422
429,POSITIVE,0.9998
430,POSITIVE,0.5868
431,NEGATIVE,0.9694
432,NEGATIVE,0.9724
433,NEGATIVE,0.9721
434,NEGATIVE,0.6372
435,POSITIVE,0.9989
436,POSITIVE,0.8933
437,NEGATIVE,0.9991
438,NEGATIVE,0.9905
439,POSITIVE,0.9378
440,POSITIVE,0.6543
441,NEGATIVE,0.9104
442,POSITIVE,0.9697
443,NEGATIVE,0.6376
444,NEGATIVE,0.7745
445,NEGATIVE,0.9871
446,NEGATIVE,0.9904
447,NEGATIVE,0.9979
448,NEGATIVE,0.9782
449,POSITIVE,0.9973
450,NEGATIVE,0.7279
451,NEGATIVE,0.9969
452,NEGATIVE,0.8696
453,POSITIVE,0.9773
454,POSITIVE,0.9984
455,NEGATIVE,0.9996
456,NEGATIVE,0.9113
457,NEGATIVE,0.919
458,NEGATIVE,0.9993
459,POSITIVE,0.995
460,POSITIVE,0.9132
461,NEGATIVE,0.8479
462,POSITIVE,0.9907
463,POSITIVE,0.9952
464,POSITIVE,0.9957
465,NEGATIVE,0.9934
466,POSITIVE,0.9776
467,NEGATIVE,0.9728
468,POSITIVE,0.8358
469,NEGATIVE,0.999
470,NEGATIVE,0.9238
471,POSITIVE,0.9969
472,POSITIVE,0.7694
473,POSITIVE,0.8396
474,NEGATIVE,0.9843
475,NEGATIVE,0.9846
476,POSITIVE,0.9583
477,POSITIVE,0.9999
478,POSITIVE,0.9905
479,NEGATIVE,0.9987
480,POSITIVE,0.6554
481,POSITIVE,0.8341
482,POSITIVE,0.9282
483,POSITIVE,0.9561
484,POSITIVE,0.9987
485,POSITIVE,0.567
486,NEGATIVE,0.9423
487,NEGATIVE,0.6442
488,POSITIVE,0.8544
489,NEGATIVE,0.6769
490,POSITIVE,0.9973
491,NEGATIVE,0.9971
492,NEGATIVE,0.9909
493,POSITIVE,0.9973
494,NEGATIVE,0.813
495,NEGATIVE,0.9783
496,NEGATIVE,0.9633
497,POSITIVE,0.9647
498,NEGATIVE,0.9149
499,NEGATIVE,0.9913
500,NEGATIVE,0.9658
501,NEGATIVE,0.9937
502,NEGATIVE,0.9894
503,POSITIVE,0.995
504,NEGATIVE,0.9973
505,POSITIVE,0.9994
506,POSITIVE,0.8189
507,NEGATIVE,0.9995
508,NEGATIVE,0.6979
509,NEGATIVE,0.9949
510,NEGATIVE,0.6419
511,POSITIVE,0.9768
512,NEGATIVE,0.9549
513,NEGATIVE,0.9913
514,POSITIVE,0.9522
515,NEGATIVE,0.9998
516,POSITIVE,0.9971
517,POSITIVE,0.9999
518,NEGATIVE,0.9988
519,POSITIVE,0.9918
520,NEGATIVE,0.9905
521,POSITIVE,0.9926
522,POSITIVE,0.6171
523,NEGATIVE,0.9673
524,POSITIVE,0.9998
525,NEGATIVE,0.9971
526,POSITIVE,0.9888
527,POSITIVE,0.9992
528,NEGATIVE,0.9864
529,NEGATIVE,0.9628
530,POSITIVE,0.9988
531,POSITIVE,0.9781
532,NEGATIVE,0.9969
533,NEGATIVE,0.9996
534,POSITIVE,0.9992
535,NEGATIVE,0.9212
536,NEGATIVE,0.9995
537,NEGATIVE,0.9769
538,NEGATIVE,0.8503
539,POSITIVE,0.9936
540,NEGATIVE,0.9986
541,POSITIVE,0.9927
542,POSITIVE,0.9982
543,POSITIVE,0.9996
544,NEGATIVE,0.989
545,NEGATIVE,0.8644
546,POSITIVE,0.9473
547,NEGATIVE,0.9936
548,NEGATIVE,0.9826
549,POSITIVE,0.9999
550,NEGATIVE,0.9981
551,POSITIVE,0.9988
552,POSITIVE,0.5353
553,POSITIVE,0.9978
554,NEGATIVE,0.9981
555,POSITIVE,0.9982
556,POSITIVE,0.9693
557,POSITIVE,0.9975
558,POSITIVE,0.9698
559,NEGATIVE,0.8012
560,NEGATIVE,0.6985
561,POSITIVE,0.9995
562,POSITIVE,0.9676
563,POSITIVE,0.9189
564,POSITIVE,0.9879
565,NEGATIVE,0.8179
566,POSITIVE,0.951
567,POSITIVE,0.9936
568,NEGATIVE,0.9994
569,POSITIVE,0.9996
570,POSITIVE,0.7212
571,NEGATIVE,0.9964
572,POSITIVE,0.9982
573,POSITIVE,0.9165
574,NEGATIVE,0.8699
575,NEGATIVE,0.9997
576,POSITIVE,0.9976
577,POSITIVE,0.9965
578,NEGATIVE,0.9818
579,POSITIVE,0.8457
580,NEGATIVE,0.8941
581,NEGATIVE,0.9986
582,NEGATIVE,0.8549
583,POSITIVE,0.9973
584,POSITIVE,0.997
585,POSITIVE,0.9965
586,POSITIVE,0.9541
587,NEGATIVE,0.9359
588,POSITIVE,0.9935
589,NEGATIVE,0.9925
590,NEGATIVE,0.9808
591,POSITIVE,0.9746
592,NEGATIVE,0.9901
593,NEGATIVE,0.9968
594,POSITIVE,0.9312
595,POSITIVE,0.6951
596,NEGATIVE,0.7867
597,NEGATIVE,0.9943
598,POSITIVE,0.9997
599,NEGATIVE,0.9547
600,NEGATIVE,0.9995
601,NEGATIVE,0.9838
602,NEGATIVE,0.9978
603,NEGATIVE,0.8605
604,POSITIVE,0.9934
605,NEGATIVE,0.842
606,NEGATIVE,0.9978
607,NEGATIVE,0.8598
608,POSITIVE,0.9861
609,POSITIVE,0.987
610,POSITIVE,0.9931
611,POSITIVE,0.9974
612,POSITIVE,0.5083
613,NEGATIVE,0.9667
614,POSITIVE,0.9953
615,NEGATIVE,0.8898
616,NEGATIVE,0.9969
617,POSITIVE,0.9808
618,NEGATIVE,0.9989
619,NEGATIVE,0.9881
620,POSITIVE,0.9548
621,NEGATIVE,0.9989
622,POSITIVE,0.9981
623,NEGATIVE,0.9982
624,POSITIVE,0.9983
625,POSITIVE,0.9985
626,POSITIVE,0.9835
627,POSITIVE,0.9938
628,NEGATIVE,0.9745
629,NEGATIVE,0.9993
630,NEGATIVE,0.9727
631,POSITIVE,0.9968
632,POSITIVE,0.9438
633,POSITIVE,0.9003
634,POSITIVE,0.9392
635,NEGATIVE,0.9834
636,NEGATIVE,0.9984
637,POSITIVE,0.9997
638,NEGATIVE,0.991
639,POSITIVE,0.9861
640,NEGATIVE,0.9838
641,POSITIVE,0.9782
642,NEGATIVE,0.9979
643,POSITIVE,0.9996
644,POSITIVE,0.9998
645,POSITIVE,0.9527
646,NEGATIVE,0.9535
647,NEGATIVE,0.9893
648,POSITIVE,0.9997
649,NEGATIVE,0.9996
650,NEGATIVE,0.987
651,NEGATIVE,0.9966
652,NEGATIVE,0.9974
653,POSITIVE,0.9991
654,NEGATIVE,0.8756
655,POSITIVE,0.9381
656,NEGATIVE,0.9894
657,POSITIVE,0.9542
658,NEGATIVE,0.9626
659,NEGATIVE,0.9981
660,NEGATIVE,0.9108
661,POSITIVE,0.9761
662,POSITIVE,0.8045
663,POSITIVE,0.9624
664,POSITIVE,0.9975
665,POSITIVE,0.9929
666,POSITIVE,0.9924
667,POSITIVE,0.9965
668,POSITIVE,0.9967
669,POSITIVE,0.9484
670,POSITIVE,0.9998
671,NEGATIVE,0.9997
672,NEGATIVE,0.6318
673,NEGATIVE,0.9892
674,POSITIVE,0.963
675,POSITIVE,0.9417
676,NEGATIVE,0.9876
677,NEGATIVE,0.8991
678,POSITIVE,0.9874
679,NEGATIVE,0.9771
680,POSITIVE,0.9991
681,POSITIVE,0.9994
682,NEGATIVE,0.9792
