index,prompt,prompt_cont,gen0,['There are many farms crowding the area'],"[', which all produce milk and pork.']",[' and if the animals can find enough to']
1,['Her father kept bringing her various medical'],[' treatments and nothing had ever worked.'],"[' instruments, insisting that she cut herself']"
2,['The president'],[' will run.'],[' and Congress are']
3,['tin foil hat for the sarg'],"[', what size do u wear?']","['ent, I see a large mirror']"
4,['The toaster Tom had bought'],"["" from him didn't work.""]","[' in Texas, is the one']"
5,['Where is there a very active tradition of hunting'],[' of small to medium-sized wild game?'],[' in the area? Have any large mammals passed']
6,"[""a rarity among recent iranian films : it's a comedy full""]","["" of gentle humor that chides the absurdity of its protagonist's plight.""]","["" of action and comedy' (Rizal, 2005, p. 10""]"
7,['Bill is'],[' very compassionate.'],[' the best!']
8,['There are additional reporting'],[' standards for financial audits.'],[' protocols and procedures to assist']
9,['the film is not only a love song to the movies but it also is more fully an example'],"[' of the kind of lush, all-enveloping movie experience it rhapsodizes ']",[' of what life with the movies should be like for us all. The film is well done not']
10,['Either an Analysis that covers a lot'],[' of cases or a very rigorous analysis'],[' of ground or a shorter response?']
11,['Girl stands in subway'],[' waiting on something.'],"[' car, says she']"
12,"['At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that there were ""strong']","[' grounds"" to believe that Mahmood had lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa.']","[' reasons"" and a lack of ""common sense"" for prosecutors not to have challenged her. She was remanded in custody and given a 14-']"
13,['The father carried the sleeping boy'],"["" in the father's arms.""]",[' out in a blanket-covered']
14,['CCC says ten substantive changes have been'],[' made that would affect recordkeeping requirements.'],"[' proposed, six as part of the review']"
15,['People were killed in'],[' a collision between ships.'],[' Sunday’s deadly']
16,['Are there any pharmaceutical entrepreneurs who can explain their'],"["" business' briefly and how did they get there?""]",[' path from seed round to being at the forefront of']
17,['How brave I know'],[' a boy who is!'],"[' you are."" ""Oh']"
