index,prompt,prompt_cont,gen0,['It is many farms crowding the area'],"[', which all produce milk and pork.']","[', and not a single woman walking.']"
1,['Her father kept bringing her various medical treatments'],"["" and ain't nothing done ever worked.""]",[' as we lived in a suburb where half']
2,['The president'],[' gon run.'],[' is on the']
3,['tin foil hat for the s'],"['arg, what size u wear?']","['ash, and he went down to']"
4,['The toaster Tom done bought'],"["" from him ain't work.""]",[' out after $1m loss']
5,['Where is it a very active tradition of hunting'],[' of small to medium-sized wild game?'],[' to begin during Advent? And where a few']
6,"[""a rarity among recent iranian films : it's a comedy""]",[' full of gentle humor chide the absurdity of its protagonist  plight.'],"["" about'sociopathy.'\nDirector: Abbas Milalkov\n""]"
7,['Bill very'],[' compassionate.'],[' clearly says']
8,['It is additional reporting'],[' standards for financial audits.'],[' needed at this juncture']
9,"[""the film ain't only love no song to the movies but it also more fully an example""]","[' of the kind of lush, all-enveloping movie experience it rhapsodize']","[' of ""the man has done the film a disfrockin on that is he who']"
10,['Either an Analysis cover a lot'],[' of cases or a very rigorous analysis'],"[' or something along the lines of ""']"
11,['Girl stand in subway'],[' waiting on something.'],['\n\nShare\n']
12,"['At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that dey was ""']","['strong grounds"" to believe that Mahmood done lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa.']","['beyond all description"". Her sentence and that of the man she accused him of killing together, a former senior officer in Nigeria, have been set aside']"
13,['The father carried the sleeping'],[' boy in the father arms.'],"[' infant in his arms, an']"
14,['CCC say ten substantive changes done been'],[' made would affect recordkeeping requirements.'],"[' on the road by April 1,']"
15,['People was killed in'],[' a collision between ships.'],[' Iraq. The Americans were']
16,['Is dey any pharmaceutical entrepreneurs can explain their'],"["" business' briefly and how they get there?""]",[' formula / or what the product will offer about']
17,['How brave I know'],[' a boy is!'],"["" I am...'""]"
18,"['Asphalt/bitumen is used to make Japan black, a lacquer known especially for its use on iron and steel, and it is also used in paint and marker ink by some graffiti supply companies to increase']","[' the weather resistance and permanence of the paint or ink, and to make the color much darker.[citation needed] Asphalt/bitumen is also used to seal some alkaline batteries during the manufacturing process.']","[' paint adhesion. It is the principle ingredient of asphalt, the chief ingredient of pitch, and some paints, adhesives and sealants containing bitumen. When bitumen exists, however, asphalt can cause a']"
19,['a slam-bang extravaganza is all about a wild'],"['-and-woolly, wall-to-wall good time.']",[' card in each character. But the game isn’t exactly light']
20,['you gotta give the audience a reason'],[' to want to put for that effort'],[' to be there\non a special']
21,"['woody allen  latest an ambling, broad comedy about all']",[' dey is to love -- and hate -- about the movie biz.'],"[' of us, with its \nmagnifico mr michael']"
22,['It was a plan that we would'],[' visit Glasgow today but the weather terrible.'],"[' all die if it could be done,']"
23,['Ablright Jewish cousin a'],[' 21 year old man named George.'],['stride his mink coat and']
24,['How many inches of rain'],[' central Nigeria get each year?'],[' is to be considered?\n']
25,"[""it ain't""]",[' scary in the slightest'],"[' about money..."" ""']"
26,"['The table was piled high with food, and on the floor beside it it']","[' was crocks, baskets, and a five-quart pail of milk.']",[' looked like a giant Christmas-tree that was getting ready to burst with delicious gre']
27,"[""Dey's a hole in the tarp""]",['aulin which that stone is holding down.'],[' at the bottom and has a big old hole']
28,['Donald Trump actually care'],[' about the United States?'],[' enough to hire this woman']
29,['Why is stressed out the only popular twenty one pilots song? They'],"[' got many other beautiful, why is stressed out the only one?']",[' all write it. It just takes so long and they get it']
30,['Will image quality be worse if'],[' my lense got more glass?'],[' the camera is in my hand but']
31,['In the unlikely event the Electoral College throw'],"[' the vote, how soon gon we know?']",[' a gerrymander at the 2016 presidential']
