0,POSITIVE,0.9815
1,POSITIVE,0.942
2,POSITIVE,0.9796
3,POSITIVE,0.9697
4,NEGATIVE,0.9632
5,POSITIVE,0.9998
6,POSITIVE,0.9996
7,POSITIVE,0.9812
8,NEGATIVE,0.9987
9,POSITIVE,0.9993
10,POSITIVE,0.9275
11,POSITIVE,0.9157
12,POSITIVE,0.999
13,POSITIVE,0.9984
14,NEGATIVE,0.7614
15,POSITIVE,0.9997
16,NEGATIVE,0.9787
17,NEGATIVE,0.9998
18,NEGATIVE,0.9996
19,NEGATIVE,0.9731
20,NEGATIVE,0.9972
21,NEGATIVE,0.9859
22,NEGATIVE,0.98
23,POSITIVE,0.999
24,NEGATIVE,0.9842
25,POSITIVE,0.9825
26,NEGATIVE,0.9788
27,POSITIVE,0.8669
28,POSITIVE,0.7459
29,POSITIVE,0.9973
30,NEGATIVE,0.9997
31,POSITIVE,0.9998
32,POSITIVE,0.9847
33,POSITIVE,0.9988
34,NEGATIVE,0.9791
35,NEGATIVE,0.9883
36,NEGATIVE,0.9972
37,NEGATIVE,0.9839
38,POSITIVE,0.9915
39,POSITIVE,0.5
40,NEGATIVE,0.7948
41,NEGATIVE,0.9909
42,POSITIVE,0.9998
43,POSITIVE,0.9974
44,POSITIVE,0.7107
45,POSITIVE,0.9683
46,POSITIVE,0.8122
47,NEGATIVE,0.9942
48,POSITIVE,0.9994
49,NEGATIVE,0.9667
50,POSITIVE,0.9969
51,POSITIVE,0.9964
52,NEGATIVE,0.9991
53,POSITIVE,0.9838
54,NEGATIVE,0.9843
55,POSITIVE,0.9993
56,POSITIVE,0.9993
57,NEGATIVE,0.9765
58,NEGATIVE,0.927
59,POSITIVE,0.9976
60,POSITIVE,0.979
61,POSITIVE,0.9853
62,POSITIVE,0.9993
63,POSITIVE,0.9636
64,POSITIVE,0.9918
65,NEGATIVE,0.9727
66,POSITIVE,0.9985
67,NEGATIVE,0.8893
68,NEGATIVE,0.9997
69,NEGATIVE,0.9992
70,POSITIVE,0.9994
71,NEGATIVE,0.9996
72,NEGATIVE,0.999
73,NEGATIVE,0.9262
74,POSITIVE,0.9429
75,POSITIVE,0.9986
76,NEGATIVE,0.7219
77,NEGATIVE,0.9928
78,NEGATIVE,0.9971
79,NEGATIVE,0.9209
80,POSITIVE,0.9802
