0,POSITIVE,0.9998
1,NEGATIVE,0.9972
2,POSITIVE,0.9995
3,POSITIVE,0.9975
4,NEGATIVE,0.6355
5,POSITIVE,0.9975
6,POSITIVE,0.9992
7,POSITIVE,0.8994
8,NEGATIVE,0.851
9,POSITIVE,0.9931
10,POSITIVE,0.9831
11,NEGATIVE,0.9926
12,POSITIVE,0.9957
13,POSITIVE,0.9975
14,POSITIVE,0.9979
15,POSITIVE,0.9927
16,NEGATIVE,0.9994
17,POSITIVE,0.9963
18,POSITIVE,0.9993
19,NEGATIVE,0.6147
20,NEGATIVE,0.9844
21,POSITIVE,0.9994
22,NEGATIVE,0.5127
23,NEGATIVE,0.9511
24,NEGATIVE,0.9757
25,NEGATIVE,0.9649
26,NEGATIVE,0.7944
27,NEGATIVE,0.9945
28,POSITIVE,0.9937
29,POSITIVE,0.8957
30,NEGATIVE,0.9984
31,POSITIVE,0.9997
32,POSITIVE,0.9685
33,NEGATIVE,0.9807
34,POSITIVE,0.9992
35,POSITIVE,0.9946
36,NEGATIVE,0.9798
37,POSITIVE,0.9978
38,POSITIVE,0.9795
39,POSITIVE,0.9965
40,NEGATIVE,0.983
41,POSITIVE,0.7429
42,NEGATIVE,0.9893
43,POSITIVE,0.9902
44,NEGATIVE,0.9925
45,POSITIVE,0.9984
46,POSITIVE,0.9997
47,POSITIVE,0.999
48,POSITIVE,0.9998
49,POSITIVE,0.5629
50,NEGATIVE,0.9967
51,NEGATIVE,0.9858
52,NEGATIVE,0.9608
53,NEGATIVE,0.7775
54,NEGATIVE,0.605
55,POSITIVE,0.971
56,NEGATIVE,0.9829
57,NEGATIVE,0.9751
58,POSITIVE,0.9499
59,POSITIVE,0.9051
60,POSITIVE,0.9974
61,NEGATIVE,0.9975
62,POSITIVE,0.9998
63,POSITIVE,0.9988
64,POSITIVE,0.9991
65,NEGATIVE,0.9995
66,POSITIVE,0.9999
67,POSITIVE,0.9923
68,NEGATIVE,0.9995
69,NEGATIVE,0.9992
70,POSITIVE,0.7117
71,POSITIVE,0.9946
72,NEGATIVE,0.9991
73,POSITIVE,0.9593
74,NEGATIVE,0.9661
75,POSITIVE,0.9995
76,POSITIVE,0.9928
77,NEGATIVE,0.9973
78,NEGATIVE,0.9961
79,NEGATIVE,0.9372
80,POSITIVE,0.9904
81,POSITIVE,0.9935
82,POSITIVE,0.9955
83,NEGATIVE,0.9933
84,NEGATIVE,0.9947
85,NEGATIVE,0.9093
86,POSITIVE,0.9054
87,POSITIVE,0.7481
88,NEGATIVE,0.9993
89,NEGATIVE,0.9996
90,NEGATIVE,0.5464
91,NEGATIVE,0.941
92,POSITIVE,0.9975
93,POSITIVE,0.9697
94,POSITIVE,0.9995
95,POSITIVE,0.9947
96,POSITIVE,0.9986
97,POSITIVE,0.9999
98,POSITIVE,0.8776
99,NEGATIVE,0.9958
100,NEGATIVE,0.9159
101,POSITIVE,0.9998
102,NEGATIVE,0.8161
103,POSITIVE,0.9985
104,NEGATIVE,0.9689
105,NEGATIVE,0.8599
106,POSITIVE,0.9307
107,NEGATIVE,0.9985
108,NEGATIVE,0.8951
109,NEGATIVE,0.7914
110,NEGATIVE,0.9626
111,POSITIVE,0.9981
112,NEGATIVE,0.9654
113,POSITIVE,0.9983
114,NEGATIVE,0.9921
115,POSITIVE,0.8009
116,POSITIVE,0.9898
117,NEGATIVE,0.9834
118,POSITIVE,0.8057
119,POSITIVE,0.9778
120,NEGATIVE,0.9997
121,NEGATIVE,0.6787
122,NEGATIVE,0.9726
123,POSITIVE,0.99
124,NEGATIVE,0.9968
125,NEGATIVE,0.9977
126,POSITIVE,0.9908
127,POSITIVE,0.6807
128,NEGATIVE,0.9358
129,NEGATIVE,0.9994
130,POSITIVE,0.9865
131,POSITIVE,0.9481
132,NEGATIVE,0.9979
133,NEGATIVE,0.9995
134,NEGATIVE,0.6209
135,NEGATIVE,0.9985
136,POSITIVE,0.9979
137,POSITIVE,0.9816
138,POSITIVE,0.997
139,NEGATIVE,0.9984
140,POSITIVE,0.999
141,POSITIVE,0.9785
142,NEGATIVE,0.9916
143,POSITIVE,0.9971
144,NEGATIVE,0.973
145,POSITIVE,0.8382
146,POSITIVE,0.9193
147,NEGATIVE,0.9995
148,NEGATIVE,0.7016
149,NEGATIVE,0.726
150,NEGATIVE,0.996
151,NEGATIVE,0.9874
152,POSITIVE,0.9859
153,POSITIVE,0.9998
154,POSITIVE,0.6261
155,NEGATIVE,0.9767
156,NEGATIVE,0.9637
157,POSITIVE,0.9542
158,NEGATIVE,0.9903
159,NEGATIVE,0.9954
160,NEGATIVE,0.9966
161,NEGATIVE,0.9627
162,NEGATIVE,0.9896
163,POSITIVE,0.9995
164,POSITIVE,0.9899
165,NEGATIVE,0.9329
166,NEGATIVE,0.9784
167,NEGATIVE,0.9858
168,POSITIVE,0.9957
169,NEGATIVE,0.9976
170,POSITIVE,0.9967
171,POSITIVE,0.9994
172,NEGATIVE,0.9998
173,NEGATIVE,0.605
174,POSITIVE,0.9646
175,POSITIVE,0.9861
176,POSITIVE,0.8096
177,POSITIVE,0.9999
178,NEGATIVE,0.9862
179,POSITIVE,0.9899
180,POSITIVE,0.9998
181,NEGATIVE,0.8107
182,POSITIVE,0.9925
183,POSITIVE,0.9506
184,POSITIVE,0.9982
185,NEGATIVE,0.9619
186,POSITIVE,0.9999
187,POSITIVE,0.9887
188,NEGATIVE,0.9991
189,NEGATIVE,0.9526
190,POSITIVE,0.9998
191,NEGATIVE,0.9936
192,NEGATIVE,0.9035
193,NEGATIVE,0.9974
194,POSITIVE,0.9436
195,POSITIVE,0.9994
196,POSITIVE,0.9954
197,POSITIVE,0.993
198,POSITIVE,0.9894
199,POSITIVE,0.9574
200,NEGATIVE,0.7834
201,NEGATIVE,0.9988
202,POSITIVE,0.8876
203,POSITIVE,0.9959
204,POSITIVE,0.9992
205,POSITIVE,0.9886
206,NEGATIVE,0.9983
207,POSITIVE,0.9806
208,POSITIVE,0.7583
