0,NEGATIVE,0.9914
1,POSITIVE,0.9981
2,NEGATIVE,0.985
3,NEGATIVE,0.952
4,NEGATIVE,0.9936
5,POSITIVE,0.9969
6,POSITIVE,0.9931
7,POSITIVE,0.9915
8,NEGATIVE,0.6257
9,NEGATIVE,0.9931
10,POSITIVE,0.9924
11,POSITIVE,0.998
12,POSITIVE,0.9971
13,POSITIVE,0.9987
14,NEGATIVE,0.9748
15,POSITIVE,0.9926
16,POSITIVE,0.984
17,NEGATIVE,0.9977
18,NEGATIVE,0.9987
19,NEGATIVE,0.703
20,POSITIVE,0.9702
21,POSITIVE,0.9987
22,NEGATIVE,0.9995
23,POSITIVE,0.9853
24,NEGATIVE,0.9805
25,NEGATIVE,0.9995
26,POSITIVE,0.9947
27,NEGATIVE,0.985
28,NEGATIVE,0.9953
29,NEGATIVE,0.9929
30,POSITIVE,0.9958
31,POSITIVE,0.9982
32,POSITIVE,0.9917
33,NEGATIVE,0.9994
34,POSITIVE,0.7812
35,POSITIVE,0.9985
36,POSITIVE,0.9985
37,POSITIVE,0.9987
38,POSITIVE,0.9891
39,NEGATIVE,0.9934
40,POSITIVE,0.9942
41,POSITIVE,0.9953
42,POSITIVE,0.9977
43,POSITIVE,0.9968
44,NEGATIVE,0.9855
45,POSITIVE,0.9869
46,NEGATIVE,0.9979
47,NEGATIVE,0.9985
48,POSITIVE,0.7974
49,POSITIVE,0.9984
50,NEGATIVE,0.9976
51,POSITIVE,0.9957
52,POSITIVE,0.6616
53,POSITIVE,0.9736
54,NEGATIVE,0.9962
55,POSITIVE,0.997
56,POSITIVE,0.9756
57,NEGATIVE,0.9986
58,POSITIVE,0.9982
59,POSITIVE,0.9986
60,POSITIVE,0.9983
61,POSITIVE,0.977
62,POSITIVE,0.9966
63,NEGATIVE,0.9933
64,POSITIVE,0.9987
65,NEGATIVE,0.9995
66,NEGATIVE,0.9974
67,POSITIVE,0.9972
68,NEGATIVE,0.9943
69,NEGATIVE,0.9995
70,POSITIVE,0.6146
71,POSITIVE,0.9977
72,POSITIVE,0.9938
73,NEGATIVE,0.9989
74,POSITIVE,0.9923
75,POSITIVE,0.992
76,NEGATIVE,0.9914
77,NEGATIVE,0.9995
78,POSITIVE,0.9952
79,NEGATIVE,0.9953
80,NEGATIVE,0.9956
81,POSITIVE,0.9982
82,POSITIVE,0.9942
83,NEGATIVE,0.9938
84,POSITIVE,0.9978
85,POSITIVE,0.9806
86,NEGATIVE,0.9979
87,NEGATIVE,0.9932
88,NEGATIVE,0.9973
89,POSITIVE,0.9783
90,NEGATIVE,0.9889
91,POSITIVE,0.9385
92,POSITIVE,0.9957
93,POSITIVE,0.9932
94,NEGATIVE,0.9934
95,NEGATIVE,0.9977
96,POSITIVE,0.9932
97,POSITIVE,0.9963
98,NEGATIVE,0.9953
99,NEGATIVE,0.9972
100,POSITIVE,0.9976
101,NEGATIVE,0.991
102,POSITIVE,0.9945
103,POSITIVE,0.996
104,NEGATIVE,0.9964
105,POSITIVE,0.9899
106,NEGATIVE,0.9975
107,NEGATIVE,0.9949
108,NEGATIVE,0.9932
109,NEGATIVE,0.9931
110,NEGATIVE,0.9982
111,POSITIVE,0.998
112,POSITIVE,0.9901
113,NEGATIVE,0.9986
114,POSITIVE,0.9933
115,NEGATIVE,0.9724
116,POSITIVE,0.9865
117,NEGATIVE,0.9716
118,NEGATIVE,0.9952
119,POSITIVE,0.9921
120,NEGATIVE,0.9916
121,POSITIVE,0.9971
122,POSITIVE,0.9937
123,POSITIVE,0.9977
124,NEGATIVE,0.9892
125,NEGATIVE,0.9981
126,NEGATIVE,0.9968
127,POSITIVE,0.9771
128,NEGATIVE,0.9931
129,NEGATIVE,0.995
130,POSITIVE,0.9987
131,NEGATIVE,0.9993
132,NEGATIVE,0.9956
133,NEGATIVE,0.9988
134,NEGATIVE,0.9853
135,NEGATIVE,0.993
136,POSITIVE,0.9987
137,POSITIVE,0.9955
138,POSITIVE,0.9963
139,NEGATIVE,0.9967
140,NEGATIVE,0.999
141,NEGATIVE,0.9863
142,POSITIVE,0.9986
143,NEGATIVE,0.9993
144,POSITIVE,0.9927
145,NEGATIVE,0.9902
146,POSITIVE,0.9969
147,POSITIVE,0.9981
148,POSITIVE,0.9866
149,NEGATIVE,0.998
150,NEGATIVE,0.9855
151,NEGATIVE,0.9379
152,POSITIVE,0.9977
153,POSITIVE,0.9958
154,POSITIVE,0.9705
155,NEGATIVE,0.9974
156,NEGATIVE,0.9991
157,POSITIVE,0.9911
158,NEGATIVE,0.9785
159,POSITIVE,0.9924
160,POSITIVE,0.9839
161,POSITIVE,0.9912
162,NEGATIVE,0.9995
163,POSITIVE,0.9989
164,NEGATIVE,0.9956
165,POSITIVE,0.9763
166,NEGATIVE,0.9982
167,NEGATIVE,0.9987
168,NEGATIVE,0.9982
169,NEGATIVE,0.9848
170,NEGATIVE,0.9981
171,POSITIVE,0.995
172,POSITIVE,0.9983
173,POSITIVE,0.9952
174,NEGATIVE,0.9846
175,POSITIVE,0.9899
176,POSITIVE,0.993
177,POSITIVE,0.9979
178,NEGATIVE,0.9764
179,POSITIVE,0.9964
180,POSITIVE,0.9987
181,POSITIVE,0.996
182,POSITIVE,0.9861
183,NEGATIVE,0.9912
184,POSITIVE,0.9938
185,NEGATIVE,0.9905
186,NEGATIVE,0.9982
187,NEGATIVE,0.9993
188,POSITIVE,0.9986
189,POSITIVE,0.9823
190,POSITIVE,0.9981
191,POSITIVE,0.9952
192,NEGATIVE,0.994
193,NEGATIVE,0.7656
194,NEGATIVE,0.9832
195,POSITIVE,0.948
196,NEGATIVE,0.9994
197,POSITIVE,0.9967
198,NEGATIVE,0.9724
199,POSITIVE,0.9961
200,NEGATIVE,0.998
201,NEGATIVE,0.998
202,NEGATIVE,0.9896
203,NEGATIVE,0.9894
204,NEGATIVE,0.9986
205,POSITIVE,0.987
206,POSITIVE,0.9926
207,POSITIVE,0.9731
208,POSITIVE,0.9967
209,POSITIVE,0.9845
210,POSITIVE,0.9928
211,POSITIVE,0.9981
212,POSITIVE,0.9975
213,NEGATIVE,0.9973
214,POSITIVE,0.9915
215,POSITIVE,0.996
216,POSITIVE,0.995
217,NEGATIVE,0.994
218,NEGATIVE,0.9791
219,NEGATIVE,0.9894
220,POSITIVE,0.9924
221,NEGATIVE,0.9978
222,NEGATIVE,0.9995
223,POSITIVE,0.9923
224,POSITIVE,0.9983
225,POSITIVE,0.9908
226,NEGATIVE,0.9974
227,POSITIVE,0.9988
228,NEGATIVE,0.9906
229,NEGATIVE,0.9964
230,NEGATIVE,0.9991
231,NEGATIVE,0.9994
232,NEGATIVE,0.986
233,POSITIVE,0.9969
234,POSITIVE,0.9986
235,NEGATIVE,0.9911
236,NEGATIVE,0.9994
237,POSITIVE,0.9868
238,NEGATIVE,0.9677
239,POSITIVE,0.9986
240,NEGATIVE,0.9902
241,POSITIVE,0.9955
242,POSITIVE,0.9885
243,POSITIVE,0.7024
244,POSITIVE,0.9965
245,NEGATIVE,0.998
246,NEGATIVE,0.9954
247,POSITIVE,0.997
248,POSITIVE,0.9874
249,POSITIVE,0.9868
250,NEGATIVE,0.9921
251,NEGATIVE,0.9878
252,NEGATIVE,0.9981
253,POSITIVE,0.9438
254,NEGATIVE,0.998
255,NEGATIVE,0.9939
256,NEGATIVE,0.9986
257,NEGATIVE,0.9967
258,POSITIVE,0.9989
259,POSITIVE,0.9977
260,POSITIVE,0.9963
261,NEGATIVE,0.9161
262,NEGATIVE,0.9931
263,POSITIVE,0.9936
264,POSITIVE,0.996
265,POSITIVE,0.9929
266,NEGATIVE,0.9959
267,POSITIVE,0.9869
268,POSITIVE,0.9987
269,POSITIVE,0.9966
270,POSITIVE,0.9985
271,POSITIVE,0.9968
272,POSITIVE,0.9903
273,NEGATIVE,0.9978
274,POSITIVE,0.9942
275,NEGATIVE,0.9693
276,NEGATIVE,0.9948
277,POSITIVE,0.9927
278,POSITIVE,0.998
279,NEGATIVE,0.9982
280,POSITIVE,0.9953
281,POSITIVE,0.9857
282,NEGATIVE,0.9974
283,POSITIVE,0.9253
284,POSITIVE,0.9952
285,NEGATIVE,0.9818
286,NEGATIVE,0.986
287,POSITIVE,0.9961
288,POSITIVE,0.9837
289,POSITIVE,0.9988
290,NEGATIVE,0.997
291,NEGATIVE,0.9976
292,POSITIVE,0.9933
293,NEGATIVE,0.9938
294,POSITIVE,0.9842
295,POSITIVE,0.9925
296,POSITIVE,0.9937
297,POSITIVE,0.9746
298,NEGATIVE,0.9918
299,NEGATIVE,0.9712
