0,Neutral
1,Neutral
2,Positive
3,Neutral
4,Neutral
5,Neutral
6,Negative
7,Neutral
8,Neutral
9,Positive
10,Neutral
11,Neutral
12,Negative
13,Neutral
14,Neutral
15,Negative
16,Neutral
17,Neutral
18,Positive
19,Neutral
20,Positive
21,Negative
22,Neutral
23,Neutral
24,Negative
25,Positive
26,Neutral
27,Negative
28,Neutral
29,Neutral
30,Neutral
31,Neutral
32,Positive
33,Positive
34,Neutral
35,Neutral
36,Neutral
37,Neutral
38,Neutral
39,Neutral
40,Neutral
41,Neutral
42,Neutral
43,Neutral
44,Positive
45,Neutral
46,Neutral
47,Neutral
48,Neutral
49,Neutral
50,Negative
51,Neutral
52,Positive
53,Positive
54,Neutral
55,Positive
56,Positive
57,Neutral
58,Neutral
59,Neutral
60,Positive
61,Neutral
62,Neutral
63,Positive
64,Neutral
65,Neutral
66,Neutral
67,Neutral
68,Neutral
69,Negative
70,Neutral
71,Negative
72,Positive
73,Neutral
74,Neutral
75,Neutral
76,Positive
77,Positive
78,Neutral
79,Neutral
80,Neutral
81,Negative
82,Neutral
83,Neutral
84,Positive
85,Negative
86,Neutral
87,Positive
88,Neutral
89,Neutral
90,Neutral
91,Neutral
92,Neutral
93,Negative
94,Neutral
95,Neutral
96,Neutral
97,Neutral
98,Neutral
99,Neutral
100,Neutral
101,Neutral
102,Neutral
103,Neutral
104,Neutral
105,Negative
106,Neutral
107,Positive
108,Neutral
109,Neutral
110,Negative
111,Neutral
112,Positive
113,Neutral
114,Neutral
115,Neutral
116,Positive
117,Neutral
118,Neutral
119,Negative
120,Neutral
121,Neutral
122,Positive
123,Negative
124,Neutral
125,Neutral
126,Positive
127,Neutral
128,Positive
129,Neutral
130,Positive
131,Neutral
132,Neutral
133,Negative
134,Neutral
135,Neutral
136,Negative
137,Neutral
138,Negative
139,Negative
140,Neutral
141,Positive
142,Negative
143,Positive
144,Neutral
145,Neutral
146,Neutral
147,Neutral
148,Neutral
149,Neutral
150,Positive
151,Negative
152,Neutral
153,Neutral
154,Neutral
155,Neutral
156,Neutral
157,Neutral
158,Neutral
159,Neutral
160,Neutral
161,Neutral
162,Negative
163,Neutral
164,Neutral
165,Neutral
166,Negative
167,Neutral
168,Neutral
169,Neutral
170,Neutral
171,Positive
172,Positive
173,Neutral
174,Positive
175,Positive
176,Neutral
177,Positive
178,Neutral
179,Neutral
180,Neutral
181,Negative
182,Neutral
183,Positive
184,Negative
185,Neutral
186,Positive
187,Positive
188,Neutral
189,Neutral
190,Negative
191,Neutral
192,Neutral
193,Neutral
194,Neutral
195,Neutral
196,Neutral
197,Neutral
198,Positive
199,Neutral
200,Positive
201,Positive
202,Positive
203,Negative
204,Neutral
205,Neutral
206,Neutral
207,Neutral
208,Neutral
209,Neutral
210,Positive
211,Positive
212,Negative
213,Neutral
214,Neutral
215,Neutral
216,Positive
217,Neutral
218,Positive
219,Neutral
220,Positive
221,Negative
222,Neutral
223,Positive
224,Positive
225,Neutral
226,Negative
227,Neutral
228,Neutral
229,Neutral
230,Neutral
231,Neutral
232,Positive
233,Neutral
234,Negative
235,Positive
236,Neutral
237,Neutral
238,Positive
239,Positive
240,Positive
241,Neutral
242,Neutral
243,Negative
244,Neutral
245,Positive
246,Neutral
247,Neutral
248,Neutral
249,Neutral
250,Neutral
251,Neutral
252,Negative
253,Neutral
254,Neutral
255,Neutral
256,Positive
257,Positive
258,Neutral
259,Negative
260,Neutral
261,Neutral
262,Positive
263,Neutral
264,Neutral
265,Neutral
266,Neutral
267,Positive
268,Neutral
269,Neutral
270,Neutral
271,Positive
272,Neutral
273,Neutral
274,Neutral
275,Neutral
276,Positive
277,Positive
278,Positive
279,Negative
280,Neutral
281,Positive
282,Neutral
283,Positive
284,Neutral
285,Neutral
286,Negative
287,Neutral
288,Neutral
289,Neutral
290,Neutral
291,Negative
292,Neutral
293,Neutral
294,Negative
295,Neutral
296,Neutral
297,Positive
298,Neutral
299,Neutral
300,Neutral
301,Neutral
302,Neutral
303,Neutral
304,Positive
305,Neutral
306,Neutral
307,Negative
308,Neutral
309,Neutral
310,Neutral
311,Neutral
312,Neutral
313,Neutral
314,Neutral
315,Neutral
316,Neutral
317,Neutral
318,Neutral
319,Neutral
320,Neutral
321,Negative
322,Neutral
323,Neutral
324,Neutral
325,Neutral
326,Neutral
327,Neutral
328,Neutral
329,Neutral
330,Neutral
331,Neutral
332,Neutral
333,Positive
334,Neutral
335,Neutral
336,Neutral
337,Negative
338,Neutral
339,Negative
340,Neutral
341,Neutral
342,Negative
343,Neutral
344,Negative
345,Neutral
346,Positive
347,Positive
348,Neutral
349,Neutral
350,Neutral
351,Neutral
352,Neutral
353,Neutral
354,Neutral
355,Neutral
356,Positive
357,Neutral
358,Neutral
359,Positive
360,Neutral
361,Neutral
362,Neutral
363,Neutral
364,Positive
365,Neutral
366,Neutral
367,Neutral
368,Neutral
369,Neutral
370,Neutral
371,Neutral
372,Neutral
373,Negative
374,Neutral
375,Neutral
376,Negative
377,Neutral
378,Negative
379,Neutral
380,Neutral
381,Neutral
382,Positive
383,Neutral
384,Positive
385,Negative
386,Neutral
387,Neutral
388,Positive
389,Negative
390,Neutral
391,Neutral
392,Negative
393,Neutral
394,Positive
395,Neutral
396,Positive
397,Positive
398,Negative
399,Neutral
400,Neutral
401,Neutral
402,Neutral
403,Negative
404,Neutral
405,Positive
406,Neutral
407,Neutral
408,Neutral
409,Positive
410,Neutral
411,Neutral
412,Neutral
413,Neutral
414,Neutral
415,Neutral
416,Neutral
417,Negative
418,Negative
419,Neutral
420,Neutral
421,Neutral
422,Neutral
423,Neutral
424,Negative
425,Positive
426,Positive
427,Positive
428,Positive
429,Positive
430,Neutral
431,Neutral
432,Neutral
433,Negative
434,Neutral
435,Positive
436,Neutral
437,Neutral
438,Positive
439,Neutral
440,Neutral
441,Positive
442,Neutral
443,Neutral
444,Negative
445,Negative
446,Positive
447,Neutral
448,Neutral
