0,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Negative
6,Positive
7,Neutral
8,Neutral
9,Negative
10,Neutral
11,Neutral
12,Negative
13,Neutral
14,Positive
15,Neutral
16,Neutral
17,Neutral
18,Neutral
19,Negative
20,Positive
21,Neutral
22,Neutral
23,Neutral
24,Neutral
25,Neutral
26,Neutral
27,Neutral
28,Neutral
29,Positive
30,Neutral
31,Neutral
32,Neutral
33,Positive
34,Neutral
35,Positive
36,Positive
37,Neutral
38,Positive
39,Neutral
40,Neutral
41,Neutral
42,Neutral
43,Neutral
44,Neutral
45,Neutral
46,Neutral
47,Neutral
48,Neutral
49,Neutral
50,Negative
51,Neutral
52,Neutral
53,Neutral
54,Neutral
55,Neutral
56,Positive
57,Neutral
58,Neutral
59,Neutral
60,Neutral
61,Negative
62,Neutral
63,Neutral
64,Neutral
65,Neutral
66,Neutral
67,Positive
68,Neutral
69,Neutral
70,Negative
71,Neutral
72,Positive
73,Neutral
74,Positive
75,Neutral
76,Positive
77,Positive
78,Neutral
79,Neutral
80,Neutral
81,Positive
82,Neutral
83,Neutral
84,Neutral
85,Negative
86,Positive
87,Positive
88,Positive
89,Neutral
90,Positive
91,Positive
92,Neutral
93,Neutral
94,Positive
95,Neutral
96,Neutral
97,Neutral
98,Positive
99,Positive
100,Negative
101,Positive
102,Positive
103,Positive
104,Negative
105,Neutral
106,Neutral
107,Neutral
108,Negative
109,Neutral
110,Neutral
111,Neutral
112,Positive
113,Neutral
114,Neutral
115,Negative
116,Positive
117,Neutral
118,Neutral
119,Positive
120,Neutral
121,Neutral
122,Positive
123,Neutral
124,Neutral
125,Neutral
126,Negative
127,Neutral
128,Neutral
129,Positive
130,Positive
131,Neutral
132,Positive
133,Neutral
134,Positive
135,Neutral
136,Neutral
137,Neutral
138,Negative
139,Positive
140,Neutral
141,Positive
142,Neutral
143,Neutral
144,Neutral
145,Neutral
146,Neutral
147,Neutral
148,Positive
149,Neutral
150,Neutral
151,Neutral
152,Neutral
153,Negative
154,Positive
155,Positive
156,Neutral
157,Neutral
158,Neutral
159,Positive
160,Neutral
161,Neutral
162,Positive
163,Neutral
164,Neutral
165,Neutral
166,Negative
167,Neutral
168,Neutral
169,Neutral
170,Negative
171,Neutral
172,Neutral
173,Positive
174,Neutral
175,Neutral
176,Neutral
177,Neutral
178,Neutral
179,Neutral
180,Neutral
181,Neutral
182,Negative
183,Positive
184,Positive
185,Positive
186,Negative
187,Negative
188,Neutral
189,Neutral
190,Neutral
191,Positive
192,Neutral
193,Neutral
194,Neutral
195,Neutral
196,Positive
197,Neutral
198,Neutral
199,Negative
200,Positive
201,Neutral
202,Neutral
203,Positive
204,Neutral
205,Neutral
206,Neutral
207,Negative
208,Neutral
209,Neutral
210,Negative
211,Positive
212,Neutral
213,Neutral
214,Neutral
215,Neutral
216,Negative
217,Neutral
218,Neutral
219,Neutral
220,Neutral
221,Neutral
222,Positive
223,Positive
224,Neutral
225,Neutral
226,Neutral
227,Negative
228,Positive
229,Neutral
230,Neutral
231,Neutral
232,Neutral
233,Neutral
234,Neutral
235,Neutral
236,Positive
237,Neutral
238,Positive
239,Negative
240,Neutral
241,Neutral
242,Neutral
243,Positive
244,Neutral
245,Positive
246,Positive
247,Neutral
248,Neutral
249,Neutral
250,Neutral
251,Neutral
252,Neutral
253,Positive
254,Neutral
255,Neutral
256,Negative
257,Positive
258,Positive
259,Negative
260,Negative
261,Neutral
262,Neutral
263,Neutral
264,Negative
265,Positive
266,Neutral
267,Negative
268,Neutral
269,Positive
270,Negative
271,Positive
272,Neutral
273,Neutral
274,Neutral
275,Neutral
276,Positive
277,Neutral
278,Neutral
279,Positive
280,Neutral
281,Neutral
282,Neutral
283,Positive
284,Neutral
285,Neutral
286,Negative
287,Neutral
288,Neutral
289,Negative
290,Neutral
291,Neutral
292,Neutral
293,Negative
294,Positive
295,Positive
296,Neutral
297,Neutral
298,Neutral
299,Neutral
300,Neutral
301,Neutral
302,Neutral
303,Positive
304,Positive
305,Negative
306,Negative
307,Negative
308,Negative
309,Neutral
310,Neutral
311,Neutral
312,Negative
313,Neutral
314,Neutral
315,Positive
316,Neutral
317,Neutral
318,Neutral
319,Neutral
320,Positive
321,Positive
322,Neutral
323,Neutral
324,Neutral
325,Neutral
326,Neutral
327,Neutral
328,Neutral
329,Neutral
330,Neutral
331,Neutral
332,Positive
333,Negative
334,Neutral
335,Neutral
336,Positive
337,Neutral
338,Neutral
339,Positive
340,Neutral
341,Neutral
342,Positive
343,Neutral
344,Neutral
345,Neutral
346,Neutral
347,Neutral
348,Positive
349,Neutral
350,Neutral
351,Neutral
352,Negative
353,Negative
354,Neutral
355,Neutral
356,Negative
357,Neutral
358,Neutral
359,Negative
360,Positive
361,Neutral
362,Negative
363,Negative
364,Neutral
365,Neutral
366,Neutral
367,Neutral
368,Neutral
369,Neutral
370,Positive
371,Neutral
372,Neutral
373,Neutral
374,Neutral
375,Positive
376,Neutral
377,Neutral
378,Positive
379,Neutral
380,Neutral
381,Positive
382,Positive
383,Positive
384,Positive
385,Neutral
386,Neutral
387,Neutral
388,Positive
389,Positive
390,Positive
391,Positive
392,Neutral
393,Neutral
394,Positive
395,Neutral
396,Negative
397,Neutral
398,Negative
399,Neutral
400,Neutral
401,Neutral
402,Positive
403,Negative
404,Neutral
405,Positive
406,Neutral
407,Neutral
408,Neutral
409,Positive
410,Neutral
411,Negative
412,Neutral
413,Negative
414,Positive
415,Positive
416,Neutral
417,Neutral
418,Negative
419,Neutral
420,Positive
421,Neutral
422,Positive
423,Neutral
424,Negative
425,Neutral
426,Negative
427,Negative
428,Neutral
429,Positive
430,Neutral
431,Negative
432,Neutral
433,Negative
434,Negative
435,Neutral
436,Neutral
437,Neutral
438,Negative
439,Neutral
440,Neutral
441,Positive
442,Neutral
443,Neutral
444,Neutral
445,Neutral
446,Neutral
447,Neutral
448,Positive
449,Neutral
450,Neutral
451,Positive
