0,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Negative
7,Neutral
8,Neutral
9,Positive
10,Neutral
11,Neutral
12,Negative
13,Neutral
14,Neutral
15,Neutral
16,Positive
17,Neutral
18,Neutral
19,Neutral
20,Positive
21,Negative
22,Negative
23,Neutral
24,Neutral
25,Positive
26,Neutral
27,Positive
28,Neutral
29,Neutral
30,Neutral
31,Neutral
32,Neutral
33,Positive
34,Neutral
35,Neutral
36,Neutral
37,Positive
38,Positive
39,Neutral
40,Neutral
41,Neutral
42,Neutral
43,Neutral
44,Neutral
45,Positive
46,Neutral
47,Neutral
48,Neutral
49,Negative
50,Negative
51,Negative
52,Neutral
53,Neutral
54,Neutral
55,Neutral
56,Positive
57,Neutral
58,Neutral
59,Neutral
60,Positive
61,Neutral
62,Neutral
63,Negative
64,Neutral
65,Neutral
66,Neutral
67,Negative
68,Neutral
69,Neutral
70,Neutral
71,Negative
72,Neutral
73,Neutral
74,Positive
75,Neutral
76,Negative
77,Positive
78,Neutral
79,Neutral
80,Neutral
81,Negative
82,Neutral
83,Positive
84,Positive
85,Positive
86,Neutral
87,Neutral
88,Positive
89,Neutral
90,Positive
91,Positive
92,Neutral
93,Neutral
94,Neutral
95,Neutral
96,Neutral
97,Neutral
98,Neutral
99,Negative
100,Positive
101,Neutral
102,Neutral
103,Neutral
104,Negative
105,Neutral
106,Positive
107,Positive
108,Negative
109,Neutral
110,Neutral
111,Neutral
112,Neutral
113,Neutral
114,Negative
115,Negative
116,Positive
117,Neutral
118,Neutral
119,Positive
120,Neutral
121,Neutral
122,Neutral
123,Neutral
124,Neutral
125,Neutral
126,Negative
127,Neutral
128,Neutral
129,Negative
130,Neutral
131,Positive
132,Neutral
133,Neutral
134,Neutral
135,Neutral
136,Neutral
137,Neutral
138,Negative
139,Neutral
140,Neutral
141,Neutral
142,Negative
143,Neutral
144,Neutral
145,Neutral
146,Neutral
147,Neutral
148,Neutral
149,Neutral
150,Positive
151,Neutral
152,Positive
153,Positive
154,Positive
155,Neutral
156,Neutral
157,Neutral
158,Neutral
159,Neutral
160,Neutral
161,Neutral
162,Positive
163,Neutral
164,Positive
165,Neutral
166,Neutral
167,Negative
168,Neutral
169,Neutral
170,Negative
171,Positive
172,Positive
173,Positive
174,Neutral
175,Positive
176,Neutral
177,Neutral
178,Neutral
179,Neutral
180,Neutral
181,Positive
182,Neutral
183,Positive
184,Positive
185,Neutral
186,Negative
187,Neutral
188,Neutral
189,Positive
190,Positive
191,Neutral
192,Neutral
193,Positive
194,Neutral
195,Positive
196,Neutral
197,Negative
198,Negative
199,Positive
200,Negative
201,Positive
202,Positive
203,Negative
204,Positive
205,Positive
206,Positive
207,Neutral
208,Neutral
209,Neutral
210,Negative
211,Positive
212,Neutral
213,Neutral
214,Negative
215,Neutral
216,Positive
217,Neutral
218,Positive
219,Neutral
220,Neutral
221,Negative
222,Neutral
223,Neutral
224,Neutral
225,Neutral
226,Negative
227,Negative
228,Neutral
229,Neutral
230,Neutral
231,Neutral
232,Neutral
233,Neutral
234,Positive
235,Positive
236,Positive
237,Neutral
238,Neutral
239,Neutral
240,Neutral
241,Neutral
242,Neutral
243,Negative
244,Neutral
245,Neutral
246,Neutral
247,Positive
248,Positive
249,Positive
250,Neutral
251,Positive
252,Neutral
253,Negative
254,Neutral
255,Neutral
256,Positive
257,Neutral
258,Neutral
259,Negative
260,Neutral
261,Neutral
262,Neutral
263,Neutral
264,Neutral
265,Positive
266,Neutral
267,Negative
268,Positive
269,Neutral
270,Positive
271,Positive
272,Negative
273,Neutral
274,Neutral
275,Neutral
276,Neutral
277,Neutral
278,Negative
279,Positive
280,Negative
281,Positive
282,Neutral
283,Neutral
284,Neutral
285,Positive
286,Negative
287,Negative
288,Neutral
289,Neutral
290,Positive
291,Neutral
292,Positive
293,Positive
294,Positive
295,Neutral
296,Neutral
297,Positive
298,Negative
299,Neutral
300,Neutral
301,Neutral
302,Neutral
303,Positive
304,Negative
305,Negative
306,Neutral
307,Neutral
308,Negative
309,Positive
310,Neutral
311,Neutral
312,Neutral
313,Neutral
314,Neutral
315,Neutral
316,Neutral
317,Positive
318,Neutral
319,Neutral
320,Neutral
321,Negative
322,Negative
323,Positive
324,Neutral
325,Neutral
326,Positive
327,Positive
328,Neutral
329,Neutral
330,Negative
331,Neutral
332,Neutral
333,Neutral
334,Neutral
335,Neutral
336,Positive
337,Positive
338,Neutral
339,Neutral
340,Positive
341,Negative
342,Positive
343,Neutral
344,Neutral
345,Neutral
346,Negative
347,Positive
348,Neutral
349,Neutral
350,Neutral
351,Neutral
352,Neutral
353,Neutral
354,Neutral
355,Positive
356,Negative
357,Positive
358,Neutral
359,Positive
360,Neutral
361,Neutral
362,Neutral
363,Neutral
364,Neutral
365,Neutral
366,Positive
367,Neutral
368,Neutral
369,Neutral
370,Neutral
371,Positive
372,Neutral
373,Neutral
374,Neutral
375,Positive
376,Neutral
377,Neutral
378,Positive
379,Neutral
380,Positive
381,Positive
382,Positive
383,Positive
384,Neutral
385,Neutral
386,Neutral
387,Neutral
388,Neutral
389,Negative
390,Neutral
391,Negative
392,Negative
393,Neutral
394,Neutral
395,Neutral
396,Neutral
397,Positive
398,Neutral
399,Neutral
400,Neutral
401,Positive
402,Positive
403,Negative
404,Neutral
405,Positive
406,Neutral
407,Neutral
408,Neutral
409,Neutral
410,Neutral
411,Neutral
412,Neutral
413,Positive
414,Neutral
415,Neutral
416,Positive
417,Neutral
418,Positive
419,Neutral
420,Neutral
421,Neutral
422,Neutral
423,Neutral
424,Positive
425,Positive
426,Neutral
427,Positive
428,Neutral
429,Positive
430,Neutral
431,Neutral
432,Positive
433,Neutral
434,Neutral
435,Neutral
436,Negative
437,Negative
438,Neutral
439,Neutral
440,Neutral
441,Neutral
442,Neutral
443,Positive
444,Positive
445,Positive
446,Neutral
447,Negative
448,Negative
449,Neutral
450,Neutral
451,Positive
