index,prompt,prompt_cont,gen0,['There are many farms crowding the area'],"[', which all produce milk and pork.']",['. In late September the county saw its']
1,['Her father kept bringing her various medical'],[' treatments and nothing had ever worked.'],[' articles that said it was impossible.']
2,['The president'],[' will run.'],"[""'s first day""]"
3,['tin foil hat for the sarg'],"[', what size do u wear?']",['ent after the battle; and his']
4,['The toaster Tom had bought'],"["" from him didn't work.""]",[' in the used car lot down']
5,['Where is there a very active tradition of hunting'],[' of small to medium-sized wild game?'],[' cats on Long Island and in\nthe Ad']
6,"[""a rarity among recent iranian films : it's a comedy full""]","["" of gentle humor that chides the absurdity of its protagonist's plight.""]","[' out ""crap"" ""I\'ll suck you"" in an Iranian musical']"
7,['Bill is'],[' very compassionate.'],[' looking a certain']
8,['There are additional reporting'],[' standards for financial audits.'],[' requirements related to the release']
9,['the film is not only a love song to the movies but it also is more fully an example'],"[' of the kind of lush, all-enveloping movie experience it rhapsodizes ']","[' of the power of movie making through song and performance."" Kirk Ainsworth, The L.']"
10,['Either an Analysis that covers a lot'],[' of cases or a very rigorous analysis'],"[' of ground without sacrificing essential detail,']"
11,['Girl stands in subway'],[' waiting on something.'],[' station while walking the']
12,"['At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that there were ""strong']","[' grounds"" to believe that Mahmood had lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa.']","[' claims that she is more or less complicit in child abuse and trafficking."" That conviction included her role as executive director and controller of the ""Yard']"
13,['The father carried the sleeping boy'],"["" in the father's arms.""]",[' into the tent that had been']
14,['CCC says ten substantive changes have been'],[' made that would affect recordkeeping requirements.'],[' effected internally so that those people should experience']
15,['People were killed in'],[' a collision between ships.'],[' mass shootings including:\n']
16,['Are there any pharmaceutical entrepreneurs who can explain their'],"["" business' briefly and how did they get there?""]",[' vision for the future of health products and the consumer']
17,['How brave I know'],[' a boy who is!'],['. We could hear your']
18,"['Asphalt/bitumen is used to make Japan black, a lacquer known especially for its use on iron and steel, and it is also used in paint and marker inks by some graffiti supply companies to increase']","[' the weather resistance and permanence of the paint or ink, and to make the color much darker.[citation needed] Asphalt/bitumen is also used to seal some alkaline batteries during the manufacturing process.']","[' the black inclusions and to make it so darker that light seems to travel further before being subdued to a hard black level without being dull. Such a ""pancake effect"" is not available, of course:']"
19,['a slam-bang extravaganza that is all about a wild'],"['-and-woolly, wall-to-wall good time. ']",[' and glorious life on the wilder Caribbean coast when life“s a']
20,['you have to give the audience a'],[' reason to want to put for that effort'],"[' more specific definition."" (N.T']"
21,"[""woody allen's latest is an ambling, broad comedy about""]",[' all there is to love -- and hate -- about the movie biz. '],"[' a man of his word who gets shot once, twice :\n\nThe thing']"
22,['There was a plan that we would visit'],[' Glasgow today but the weather is terrible.'],"[' a couple of times in our life.""']"
23,"[""Ablright's Jewish cousin is""]",[' a 21 year old man named George.'],[' a famous film actor and stage-actor']
24,['How many inches of rain does'],[' central Nigeria get each year?'],[' a Texas\nrain gauge in']
25,"[""it's not""]",[' scary in the slightest'],"["" your house.'\n""]"
26,"['The table was piled high with food, and on the floor beside it there']","[' were crocks, baskets, and a five-quart pail of milk.']","[' were various plastic boxes carrying out a mass, one such the red boxes, boxes']"
27,"[""There's a hole in the tarp""]",['aulin which that stone is holding down.'],"["" roof of the cave where we're keeping S""]"
28,['Does Donald Trump actually care'],[' about the United States?'],[' about the fate of American']
29,['Why is stressed out the only popular twenty one pilots song? They'],"[' have many other beautiful, why is stressed out the only one?']","["" like to do it a capp'ita-way and it""]"
30,['Will image quality be worse if'],[' my lense has more glass?'],"["" I do NOT set the 'high""]"
31,['In the unlikely event that the Electoral College throws'],"[' the vote, how soon will we know?']",[' that presidential election in the bin and awards that']
32,"[""It's likely that Tom will win,""]","["" but it's not clear which race.""]",[' in no disrespect to any of you that']
33,['World sends emergency'],[' relief to battered Philippines'],[' appeal after attack at']
34,['How will I improve'],[' my spoken English?'],[' him? The one']
35,['But metaphysical implications seem to have interested him less than enforcing a moral example to'],"[' unite his far-flung subjects in peace and fellowship, under him.']",[' teach children. This would be particularly true in a society still caught up in']
36,['What effects will trade sanctions imposed on and by'],[' Russia have on the U.S. economy?'],[' Israel have globally? The list is long: cuts']
37,['What NFL teams have won'],[' the most Super Bowl rings?'],[' or tied multiple Super Bowls']
38,"['The conventional therapy is counseling or medication, but now there is a new tool,']","[' one that puts the soldiers through the trauma again, only this time in virtual reality.']","[' i.s., the i-Phone, (Google CEO, Sergey...\n\n']"
39,['How does the process in which Japanese grow'],[' watermelon differ from the process Koreans use?'],"[' traditional Japanese food (rye, sake,']"
40,['This theory captures that arrows don'],"[""'t stop in midair.""]",['â€™t exist here']
41,['John is as tall'],[' as that man is.'],[' as a 7’']
42,['A tan dog licks a'],[' girls hand while laying down.'],[' dead man’s face']
43,['What basic difference is there between the'],[' teams of Barcelona and Real Madrid?'],"[' term, TAP, and T']"
44,['Who released a guideline that recommends that'],[' people follow a whole plant food diet?'],[' gay men have abortions? On that note']
45,"['Many early immigrant groups traveled to America to worship freely, particularly']",[' after the English Civil War and religious conflict in France and Germany.'],"[' before the first wave of Jewish immigration in the early 1600s.""']"
46,['What is the best'],[' trading platform for beginners?'],[' place to get a new']
47,['Reform allows'],[' home schooling.'],[' a significant extension']
48,['It proves that John was'],[' lying that he left town.'],"[' with us, even in my']"
49,['Why do people ask questions on Quora'],[' that can easily be answered by Google?'],['?\n\nThe following question and six']
50,"['this is a shameless sham, calculated to cash']",[' in on the popularity of its stars. '],"[' in on Trump the celebrity and ""badd']"
51,"['Can I abscond from work, I have been working in a company']","[' for only 2 months, and I think I am not a perfect fit here?']",[' in Mumbai since 6 months. All people are very rude and they behave like animals']
52,['you have no remains of an'],[' A- at the pentagon.'],"[' old woman?"" exclaimed Stahre']"
53,['The Mongol Empire was one of the most ethnically and'],"[' culturally diverse empires in history, as befitted its size.']",[' geographically diverse civilizations in the past or present. The Mongols']
54,"['In the United Kingdom, BBC Radio 5 Live']",[' and 5 Live Sports Extra will carry the contest.'],"[""'s Christmas Special drew the loudest complaints.\n""]"
55,"['At 5:30 p.m. on Thursday, 10-15 UFOs were spotted over north London in the inner-city district of Islington. The Islington police said they started receiving phone calls only minutes after the objects started appearing. 34 year-old market stall trader Alix McAlister, who witnessed the objects, said that, ""I just picked up my son from nursery in Bredgar Road.']","["" I had just come out of the door when I noticed what was going on in the sky. There were a group of them - 10 to 15 of them moving together. My first impression was that they reminded me of a squadron of aeroplanes in formation. But they didn't have a proper formation and they were all moving at the same speed. I thought for a while that something was happening in the centre of London.""]","[' At exactly five seconds to five I got up, and as soon, I run through the building from street to school to find a group staring round windows - I knew right away!‚ the world is watching out for nothing less. The children saw some white light flying from far, and what I took from two kids was another three black ones and then a large circle to the back of the aircraft"" McAlister also']"
56,['George was not particularly'],[' eager to see it.'],[' interested in sex or even']
57,['What are the most interesting products and innovations that'],[' Bank of America is coming out with in 2016?'],[' the market will soon produce?? Are those ones that']
58,"['We have no idea about a time between roughly 300,000 and 1']","[' billion years after the Big Bang, when the universe was very hazy.']",['.5 millenia B.F.E\n\nAtmospheric']
59,['It was not until the 1930s that the'],[' Supreme Court held a delegation of authority unconstitutional.'],"[' idea of radio came into use, when broadcasting']"
60,['The company will offer songs for 99 cents'],[' and albums for $9.95.'],[' per quarter on iTunes for digital download.']
61,['Who has tried self hypnosis'],['? And how does it work?'],[' to enhance sexual\nhypno love']
62,['Google search for Travel WODs has'],[' whole lots of results which you can use.'],[' now over 20 new workouts available starting August 2014']
63,['to leave would be'],"["" John's pleasure.""]",[' necessary\n  should']
64,"['The other, al-Azhar, did acquire this status in name and essence only in the course of numerous reforms during the 19th and 20']","['th century, notably the one of 1961 which introduced non-religious subjects to its curriculum, such as economics, engineering, medicine, and agriculture.']","['th centuries.\n\nTo put it succinctly: no place can change all of those things at once, so I believe that the present status']"
65,['does'],[' not work'],[' not address']
66,['Is it sure that I will get my class'],[' 12 improvement admit card delivered to my address?'],[' together after the exam?\n\nIf you']
67,"[""I don't believe there was any""]",[' iceberg at all anywhere near the Titanic.'],[' reason that we could not have had what']
68,['Sam and Amy'],[' are fifteen.'],['\n\nWe']
69,['Financial firms now offer internally focused'],[' products that help improve business success.'],[' solutions with solutions that are customizations']
70,"['Frank may have told Chet,']","[' and Joe may have, too.']","["" who'd just come out of work""]"
71,['People were killed'],[' in suicide attacks.'],[' in explosions Tuesday in']
72,['Most columnists claim that a senior'],[' White House official has been briefing them.'],[' police superintendent has become so angry with the']
73,['to convince the audience that these br'],['ats will ever be anything more than losers'],['ides are as talented in the bed industry']
74,"[""no, it's""]",[' not an answer.'],[' the right time to']
75,"[""Japan's economy""]",[' is not flourishing.'],[' has shrunk rapidly the']
76,['has a shambling charm... a'],[' cheerfully inconsequential diversion.'],[' sense of adventure that may please adults']
77,['For each question on the scale that measures homosexuality there is a'],[' corresponding question that measures heterosexuality giving six matching pairs of questions.'],"[' specific response. (see example response below). An HIV negative,']"
78,['What are some topics that you just cant'],[' ignore while preparing for iit jee?'],[' get behind\n\nFor those of you who']
79,['About half of all U.S'],['. households have money in mutual funds.'],['. schoolchildren have the flu (or']
80,['What does Fit'],['na mean?'],['Bix really']
81,"[""In 2005, Peter Pilz, a member of the Austrian Parliament from the Austrian Green Party, demanded that Parliament revoke Schwarzenegger's Austrian citizenship due to his decision""]","[' not to prevent the executions of Donald Beardslee and Stanley Williams, causing damage of reputation to Austria, where the death penalty has been abolished since 1968.']",[' not to support the war in Iraq. Although he was not actually the leader of the European Green party in 2005 due to its relative youth -- three parliament members']
82,"['They also presented Jesus –  ""As it is written in the law of the Lord, Every male']","[' that openeth the womb shall be called holy to the Lord"" (Luke 2:23other verses).']","[' child must appear for himself before his/her inheritance,"" which was very clear about Jesus in that statement.']"
83,['Does Dropbox Mobile use mobile data? Is there any'],[' setting so that it syncs only on WiFi?'],[' app similar? I have two Dropbox Mobile applications installed']
84,['yeah really oh our neighbor has a lawn service come and do his and'],"["" i don't think it looks any better than what my husband does so""]",[' my yard but I just wish they do some of the house aswell']
85,"[""It's an opportunity to advocate for victims of""]",[' domestic violence who do not generally get advocated for..'],"[' domestic violence.""\n\nAnd in a letter to']"
86,['It was a fine selection'],"["" of Goethe's writing.""]",[' which contained as much as six']
87,"['the chateau belongs to rudd, whose portrait of a therapy-dependent fl']",['akeball spouting french malapropisms... is a nonstop hoot. '],['apper (‘Au nom d‘une flave d’Ame']
88,['When do you know that'],[' you are in love?'],[' your child can learn from']
89,['If checks are not written to Indiana University'],"[' Foundation, there will be an issue.']",['’s bank for use\nby']
90,"['While local cab drivers had compliments, not everyone appreciated the company. The Chicago Cubs decided to cancel their booking after hearing about the con, and J.J. Hardy of the Milwaukee Brewers reported being kept up by fans on Wednesday night. The Brewers']","[' lost their game the following day. The convention closed with next year\'s date ―June 26-29 ―along with the announcement of a guest: Disney animator Floyd Norman. The event\'s theme will be ""It\'s a Jungle Out There!"".']","[', according to Chicago Tribune writer Bob Deò et al, did not give him many tickets for the Brewers vs San Diego Padres game as they were sold out. He was forced to move some Cubs games from another town around the city where they']"
91,['During the 1950s there was a citywide festival called Fiesta'],"["" del Pacifico highlighting the area's Spanish and Mexican past.""]",[' Morada de la Habana\nheld every December on October']
92,['Prime Minister Allawi will return to Iraq'],"["" in time for the country's national conference.""]",['\n\nBaghdad Post -- Iraq will']
93,"[""Is it more difficult to find a job in a city I don't live in than a""]","["" city I do live in, even if I'm willing to pay my own relocation costs?""]","[' job I currently do live where I work? Also, are men who leave their former employment']"
94,"[""That's been interesting though, because the kids that have been""]","[' over, have been, you know, coming back right now.']","[' exposed tend not all want to. They are, for that matter']"
95,['Latin and Euro-American rhythms'],[' are both present in discos.'],"[' in early literature, music, visual']"
96,['What does it mean'],[' when your vomit is white'],[' to give a gift of']
97,['there has been much puzzlement among'],[' critics about what the election symbolizes.'],"[' us, because this story makes the\n']"
98,"['""With Leukemia"" is a website bringing parents together world']",['-wide to share experiences on caring for children who have leukemia.'],"['-wide in hopes of raising awareness, getting support and fighting to']"
99,['at the state scientific center of applied microbiology there is every kind of deadly bacteria that'],[' was studied for use in the secret biological weapons program of the soviet union.'],[' could harm all of us and have to be treated according to every standard of human care']
