index,prompt,prompt_cont,gen0,['It is many farms crowding the area'],"[', which all produce milk and pork.']",[' around the base of the Cenis']
1,['Her father kept bringing her various medical treatments'],"["" and ain't nothing done ever worked.""]","[', prescribed remedies, concoctions and dietary']"
2,['The president'],[' gon run.'],[' went out of']
3,['tin foil hat for the s'],"['arg, what size u wear?']",['ommelier because...\n\nL']
4,['The toaster Tom done bought'],"["" from him ain't work.""]","[' off for you."" ""T']"
5,['Where is it a very active tradition of hunting'],[' of small to medium-sized wild game?'],"[' in the church?"" He thought briefly of the']"
6,"[""a rarity among recent iranian films : it's a comedy""]",[' full of gentle humor chide the absurdity of its protagonist  plight.'],"[' horror, not really comedy. ian aradir is great as']"
7,['Bill very'],[' compassionate.'],[' obviously knew']
8,['It is additional reporting'],[' standards for financial audits.'],"[' that, despite the significant']"
9,"[""the film ain't only love no song to the movies but it also more fully an example""]","[' of the kind of lush, all-enveloping movie experience it rhapsodize']","["" of post '70's social-film-dramatic-musical. \n\n""]"
10,['Either an Analysis cover a lot'],[' of cases or a very rigorous analysis'],[' less money that the books (they']
11,['Girl stand in subway'],[' waiting on something.'],[' seat\n\nIn']
12,"['At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that dey was ""']","['strong grounds"" to believe that Mahmood done lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa.']","['very strong"". The case gained global coverage, with over half a million viewers watching both her and Asema\'s televised testimonies. Soon after she took']"
13,['The father carried the sleeping'],[' boy in the father arms.'],[' child over his shoulder as if']
14,['CCC say ten substantive changes done been'],[' made would affect recordkeeping requirements.'],['\nmade.\n\nQ I']
15,['People was killed in'],[' a collision between ships.'],[' several suicide bombings in New']
16,['Is dey any pharmaceutical entrepreneurs can explain their'],"["" business' briefly and how they get there?""]",['\npatience now-days. If you']
17,['How brave I know'],[' a boy is!'],"[', that’']"
