0,3 stars,0.4956
1,5 stars,0.3039
2,1 star,0.3301
3,5 stars,0.4286
4,2 stars,0.2601
5,4 stars,0.563
6,5 stars,0.6494
7,2 stars,0.3834
8,1 star,0.5672
9,5 stars,0.4047
10,4 stars,0.4375
11,4 stars,0.4869
12,5 stars,0.74
13,4 stars,0.4014
14,5 stars,0.3667
15,4 stars,0.4943
16,3 stars,0.4067
17,2 stars,0.2192
18,3 stars,0.2305
19,5 stars,0.6857
20,4 stars,0.3271
21,4 stars,0.275
22,3 stars,0.486
23,1 star,0.3349
24,5 stars,0.5695
25,5 stars,0.3352
26,2 stars,0.2961
27,1 star,0.4271
28,5 stars,0.2261
29,2 stars,0.4444
30,1 star,0.4368
31,5 stars,0.7218
32,4 stars,0.3329
33,1 star,0.4124
34,1 star,0.3373
35,5 stars,0.6207
36,2 stars,0.2654
37,1 star,0.3371
38,3 stars,0.375
39,2 stars,0.2339
40,3 stars,0.2643
41,1 star,0.3064
42,4 stars,0.361
43,5 stars,0.2733
44,1 star,0.5249
45,1 star,0.3705
46,3 stars,0.3909
47,1 star,0.2396
48,3 stars,0.2858
49,3 stars,0.4689
50,3 stars,0.4043
51,2 stars,0.4061
52,3 stars,0.365
53,5 stars,0.4604
54,1 star,0.3052
55,5 stars,0.2887
56,4 stars,0.3332
57,1 star,0.5884
58,1 star,0.3517
59,5 stars,0.454
60,5 stars,0.4423
61,3 stars,0.3165
62,5 stars,0.4212
63,3 stars,0.285
64,5 stars,0.4676
65,5 stars,0.4519
66,1 star,0.294
67,3 stars,0.2617
68,2 stars,0.3895
69,1 star,0.6843
70,4 stars,0.3574
71,4 stars,0.287
72,5 stars,0.5045
73,1 star,0.5023
74,3 stars,0.282
75,3 stars,0.4709
76,1 star,0.2691
77,4 stars,0.3782
78,2 stars,0.4112
79,1 star,0.3287
80,4 stars,0.265
81,4 stars,0.3823
82,3 stars,0.4598
83,4 stars,0.3664
84,4 stars,0.3295
85,4 stars,0.3153
86,3 stars,0.4625
87,1 star,0.2782
88,1 star,0.4194
89,5 stars,0.4418
90,1 star,0.3689
91,3 stars,0.2625
92,2 stars,0.3708
93,5 stars,0.4036
94,5 stars,0.3643
95,5 stars,0.3685
96,5 stars,0.6195
97,3 stars,0.3059
98,4 stars,0.3319
99,1 star,0.4987
100,1 star,0.2984
101,1 star,0.4311
102,5 stars,0.2503
103,4 stars,0.3759
104,4 stars,0.3657
105,2 stars,0.451
106,1 star,0.3425
107,1 star,0.4406
108,3 stars,0.3668
109,3 stars,0.3231
110,1 star,0.5295
111,5 stars,0.4414
112,3 stars,0.2908
113,5 stars,0.5598
114,1 star,0.4658
115,1 star,0.2885
116,5 stars,0.6311
117,1 star,0.4766
118,2 stars,0.4241
119,2 stars,0.3878
120,1 star,0.4058
121,5 stars,0.3838
122,1 star,0.2433
123,4 stars,0.262
124,3 stars,0.3491
125,2 stars,0.3512
126,4 stars,0.3855
127,4 stars,0.3638
128,5 stars,0.2439
129,1 star,0.4914
130,5 stars,0.7353
131,4 stars,0.3026
132,2 stars,0.4155
133,3 stars,0.3968
134,3 stars,0.3495
135,1 star,0.5517
136,5 stars,0.6321
137,1 star,0.2979
138,4 stars,0.4363
139,3 stars,0.2846
140,5 stars,0.5156
141,3 stars,0.3106
142,2 stars,0.4551
143,5 stars,0.3146
144,1 star,0.4511
145,5 stars,0.3942
146,3 stars,0.3999
147,3 stars,0.274
148,3 stars,0.4783
149,1 star,0.4451
150,3 stars,0.3721
151,4 stars,0.2747
152,4 stars,0.3104
153,3 stars,0.2931
154,2 stars,0.3343
155,5 stars,0.2231
156,4 stars,0.5956
157,5 stars,0.7603
158,4 stars,0.4
159,3 stars,0.4817
160,3 stars,0.7639
161,3 stars,0.4415
162,2 stars,0.4401
163,5 stars,0.7505
164,1 star,0.3076
165,2 stars,0.4214
166,2 stars,0.3133
167,3 stars,0.4644
168,3 stars,0.3331
169,1 star,0.5248
170,4 stars,0.3383
171,5 stars,0.4404
172,1 star,0.577
173,3 stars,0.4768
174,3 stars,0.2883
175,4 stars,0.4582
176,5 stars,0.3229
177,5 stars,0.5023
178,1 star,0.4358
179,3 stars,0.387
180,5 stars,0.3458
181,3 stars,0.2452
182,1 star,0.33
183,1 star,0.3158
184,4 stars,0.2596
185,4 stars,0.34
186,5 stars,0.8682
187,1 star,0.4889
188,3 stars,0.3578
189,1 star,0.5517
190,4 stars,0.3545
191,5 stars,0.8005
192,1 star,0.3694
193,1 star,0.5539
194,5 stars,0.4284
195,1 star,0.3712
196,4 stars,0.3439
197,4 stars,0.3595
198,3 stars,0.2672
199,5 stars,0.3635
200,1 star,0.6528
201,5 stars,0.3645
202,4 stars,0.269
203,5 stars,0.682
204,5 stars,0.4736
205,3 stars,0.3495
206,5 stars,0.2799
207,1 star,0.2609
208,5 stars,0.4827
209,1 star,0.4951
210,1 star,0.3357
211,5 stars,0.5079
212,5 stars,0.4303
213,5 stars,0.5678
214,4 stars,0.293
215,4 stars,0.3782
216,1 star,0.3505
217,1 star,0.3238
218,3 stars,0.2349
219,2 stars,0.34
220,1 star,0.2586
221,3 stars,0.2496
222,3 stars,0.3896
223,1 star,0.4046
224,4 stars,0.3847
225,3 stars,0.3727
226,5 stars,0.6877
227,5 stars,0.2867
228,5 stars,0.286
229,5 stars,0.4873
230,5 stars,0.5108
