idx,prompt,prompt_cont,gen0,There are many farms crowding the area,", which all produce milk and pork.",. The land is fertile with trees and
1,Her father kept bringing her various medical treatments, and ain't nothing done ever worked.,", but nothing helped.

Her"
3,tin foil hat for the s,"arg, what size u wear?","ultry July heat.

"
4,The toaster Tom done bought, from him ain't work., and Tom in the toaster
5,Where is it a very active tradition of hunting, of small to medium-sized wild game?," and gathering?

I've been doing"
6,a rarity among recent iranian films : it's a comedy, full of gentle humor that chides the absurdity of its protagonist plight," directed by the director of the famous 'Kanoon', and"
9,The film is not only a love song to the movies but it also is more fully an," example of the kind of lush, all-enveloping movie experience it rhapsodizes"," exploration of what makes them special.

“The Movie” is a film about"
10,Either an Analysis that covers a lot, of cases or a very rigorous analysis, of topics or a list of things
12,": At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that there were ""","strong grounds"" to believe that Mahmood done lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa.","no reasonable grounds"" for the prosecution to pursue the case. The jury returned a guilty verdict on 10 May 2015, with Tulisa being sentenced to 12"
13,The father carried the sleeping, boy in his arms., child in his arms to
14,CCC say ten substantive changes had been, made that would affect record keeping requirements.," made in the document.

The"
16,"Asphalt/bitumen is used to make Japan black, a lacquer known especially for its use on iron and steel, and it is also used in paint and marker ink by some graffiti supply companies to increase"," the weather resistance and permanence of the paint or ink, and to make the color much darker.[citation needed] Asphalt/bitumen is also used to seal some alkaline batteries during the manufacturing process."," the luster of the paint.

In the US, some homeowners are using asphalt/bitumen as a coating on their garage doors, and these are usually painted black.

In the UK, a"
17,a slam-bang extravaganza is all about a wild,"-and-woolly, wall-to-wall good time.",", wild night in the middle of the desert.

This is"
18,you gotta give the audience a reason, to want to put forth that effort," to keep watching the show.""
"
19,It was a plan that we would visit, Glasgow today but the weathers terrible., the new place. We would go to
20,Ablright Jewish cousin a, 21 year old man named George., few years back (who I am
21,How many inches of rain, central Nigeria get each year?, fell over the last week?
23,"The table was piled high with food, and on the floor beside it it"," was crocks, baskets, and a five-quart pail of milk.", was set out a huge amount of wine. He was served the meal with a
24,There's a hole in the tarp,aulin which that stone is holding down.,", it's a big one,"" said T"
26,Why is stressed out the only popular twenty one pilots song? They," got many other beautiful, why is stressed out the only one?"," are trying to get into the Top Ten.

I'm"
27,Will image quality be worse if, my lense got more glass?, I do not re-encode
28,In the unlikely event the Electoral College throws," the vote, how soon will we know?", a tie-breaking vote to the House of
29,"It's likely that Tom gon win,", but itain't clear which race., but I think we should give the guy
32,What effects gon trade sanctions imposed on and by, Russia have on the U.S. economy?," the Chinese government. What
are the reasons why"
33,What NFL teams done won, the most Super Bowl rings?, before they won the Super Bowl
34,"The conventional therapy is counseling or medication, but now there is a new tool,"," one that puts the soldiers through the trauma again, only this time in virtual reality.", the Internet. Patients can search for information about diseases that might be related to their symptoms
35,How does the process in which Japanese grow, watermelon differ from the process Koreans use?," their own food impact their neighbors?

"
36,This theory captures that arrows, don't stop in midair, are the only way for us
38,A tan dog licked a, girls hand while laying down., bit of her brother's face
39,What basic difference is it between the, teams of Barcelona and Real Madrid?, “American” and �
40,Who released a guideline that recommends that, people follow a whole plant food diet?, you should not be eating the same foods
43,It prove that John was, lying that he left town.," right,"" she whispered. """
44,"this a shameless sham, calculated to cash", in on the popularity of its stars., in on the fear / uncertainty of the
45,"Can I abscond from work, I been working in a company for"," only 2 months, and I think I ain't a perfect fit here?"," 2 years already.

I have a job offer in another part of"
46,you got no remains of an, A- at the pentagon., Indian in your hands. I have
47,"In the United Kingdom, BBC Radio 5 Live", and 5 Live Sports Extra gon carry the contest.," is the broadcast station for the BBC's arts,"
48,The Islington police said they started receiving phone, calls only minutes after the objects started appearing., calls after a man in his 30s was
50,What the most interesting products and innovations Bank, of America is coming out with in 2016?, of America Merrill Lynch announced this week include:
51,"We got no idea about a time between roughly 300,000 and 1"," billion years after the Big Bang, when the universe was very hazy.",".1 million years ago, but our paleoanthropologists think they know"
52,It ain't until the 1930s that the, Supreme Court held a delegation of authority unconstitutional., United States began to experiment with a wide variety
53,The company gon offer songs for 99 cents, and albums for $9.95.,", then a bunch of other songs in"
54,Who done tried self hypnosis,? And how it work?,"?

I am a"
55,Google search for Travel WODs gotta, whole lots of results which you can use," be tough. I mean, how often"
57,"The other, al-Azhar, acquire this status in name and essence only in the course of numerous reforms during the 19th and 20","th century, notably the one of 1961 which introduced non-religious subjects to its curriculum, such as economics, engineering, medicine, and agriculture.","th centuries. The Islamic authorities of the day, especially the religious scholars and officials, were concerned with establishing a system of universal education, and therefore"
59,Is it sure that I will get my class, 12 improvement admit card delivered to my address?," in a few days?""

""No"
60,I don't believe it was any, iceberg at all anywhere near the Titanic.," of them, but I do believe that"
61,Financial firms now offer internally focused, products that improve business success.,", high-quality advice and"
62,"Frank may done told Chet,"," and Joe may have, too."," ""I'll take her on over"
64,Most columnists claim that a senior, White House official been briefing them., journalist is always right. I tend
65,to convince the audience that these br,ats gon ever be anything more than losers,ides were really the ones they married in
68,got a shambling charm... a, cheerfully inconsequential diversion.," tromp, a clatter"
69,Whats some topics you just cant ignore, while preparing for iit jee?," for a second?

For example"
70,About half of all U.S,. households got money in mutual funds.,. adults report having at least one chronic
72,"They also presented Jesus –  ""As it is written in the law of the Lord, Every male"," openeth the womb shall be called holy to the Lord"" (Luke 2:23other verses)."," among you shall be circumcised."" (Mk 10:13)

The Jewish rabbis,"
73,Dropbox Mobile use mobile data? Is it, any setting so that it sync only on WiFi?," really so?

I have a couple of"
74,It was a fine selection, of Goethe writing.,", he thought, and"
75,"the chateau belong to rudd, whose portrait of a therapy-dependent", flakeball spouting french malapropisms... a nonstop hoot.," man. In the background, the chateau with its white walls and green shut"
77,If checks aren't written to Indiana University," Foundation, there's gonna be an issue.","'s computer system, then they're not being"
78,"While local cab drivers had compliments, not everyone appreciated the", company. The Brewers had lost their game the following day," gesture.

“This is the thing that"
79,During the 1950s deyre was a citywide festival called, Fiesta del Pacifico highlighting the areas of Spanish and Mexican past," the ""Winter Festival"", which was followed by the ""Summer"
80,Prime Minister Allawi gon return to Iraq, in time for the country national conference., and help rebuild the country and the Iraqi
