idx,prompt,prompt_cont,gen0,There are many farms crowding the area,", which all produce milk and pork."," and some small, working ranches and"
1,Her father kept bringing her various medical treatments, and ain't nothing done ever worked., and was unable to tell them exactly what
3,tin foil hat for the s,"arg, what size u wear?","izzler, a new set of"
4,The toaster Tom done bought, from him ain't work.,".
You know there are"
5,Where is it a very active tradition of hunting, of small to medium-sized wild game?, to follow the big cat and even the lesser
6,a rarity among recent iranian films : it's a comedy, full of gentle humor that chides the absurdity of its protagonist plight, in the sense I have been mentioning before: it does not try
9,The film is not only a love song to the movies but it also is more fully an," example of the kind of lush, all-enveloping movie experience it rhapsodizes", a song that attempts to describe the true values at the core of the film industry in an indirect
10,Either an Analysis that covers a lot, of cases or a very rigorous analysis," from one, like me is likely"
12,": At her subsequent trial, the case against Tulisa collapsed at Southwark Crown Court in July 2014, with the judge commenting that there were ""","strong grounds"" to believe that Mahmood done lied at a pre-trial hearing and tried to manipulate evidence against the co-defendant Tulisa.","excess matters that the jury did not require to be included in the record.""

After this, Tulisa's daughter told reporters that ""there"
13,The father carried the sleeping, boy in his arms., baby into their new home
14,CCC say ten substantive changes had been, made that would affect record keeping requirements., agreed last September in their budget and the
16,"Asphalt/bitumen is used to make Japan black, a lacquer known especially for its use on iron and steel, and it is also used in paint and marker ink by some graffiti supply companies to increase"," the weather resistance and permanence of the paint or ink, and to make the color much darker.[citation needed] Asphalt/bitumen is also used to seal some alkaline batteries during the manufacturing process."," visibility, especially on structures facing North (towards west), rather than towards the east which means less dust produced. Its strength in reducing wind loads is often cited as one of its uses.

Bri"
17,a slam-bang extravaganza is all about a wild,"-and-woolly, wall-to-wall good time.",", sexy ride of characters battling an unlikely series that will leave fans of"
18,you gotta give the audience a reason, to want to put forth that effort,".""

Kilpatrick spoke"
19,It was a plan that we would visit, Glasgow today but the weathers terrible.," in the morning: first, a round"
20,Ablright Jewish cousin a, 21 year old man named George., couple of miles northwest of Albany gets
21,How many inches of rain, central Nigeria get each year?," fell per hour, in mill"
23,"The table was piled high with food, and on the floor beside it it"," was crocks, baskets, and a five-quart pail of milk.", lay a long piece of thin parchment. I tried to open a pair of red
24,There's a hole in the tarp,aulin which that stone is holding down., around the camera. I feel sure she was
26,Why is stressed out the only popular twenty one pilots song? They," got many other beautiful, why is stressed out the only one?","'re a terrible record company. - Tom Hardy

Well Tom"
