0,3 stars,0.3605
1,2 stars,0.3734
2,5 stars,0.4752
3,3 stars,0.2771
4,5 stars,0.4357
5,1 star,0.4021
6,4 stars,0.3528
7,3 stars,0.3064
8,1 star,0.4877
9,5 stars,0.6063
10,3 stars,0.336
11,4 stars,0.3925
12,5 stars,0.5198
13,4 stars,0.2522
14,5 stars,0.417
15,4 stars,0.3331
16,1 star,0.5549
17,2 stars,0.4121
18,3 stars,0.3897
19,1 star,0.6554
20,5 stars,0.2806
21,3 stars,0.2528
22,4 stars,0.3298
23,3 stars,0.2798
24,1 star,0.3188
25,5 stars,0.3484
26,3 stars,0.3135
27,3 stars,0.3209
28,1 star,0.2564
29,2 stars,0.4258
30,5 stars,0.5029
31,5 stars,0.4208
32,4 stars,0.2997
33,1 star,0.332
34,3 stars,0.2924
35,5 stars,0.4222
36,4 stars,0.3513
37,1 star,0.3433
38,3 stars,0.4381
39,1 star,0.3213
40,1 star,0.451
41,2 stars,0.3781
42,5 stars,0.6298
43,4 stars,0.3881
44,5 stars,0.2703
45,3 stars,0.2555
46,5 stars,0.2556
47,3 stars,0.42
48,4 stars,0.2772
49,1 star,0.5796
50,3 stars,0.3614
51,1 star,0.2201
52,3 stars,0.5512
53,5 stars,0.3547
54,1 star,0.5346
55,3 stars,0.3947
56,3 stars,0.2657
57,1 star,0.3139
58,4 stars,0.3532
59,5 stars,0.415
60,5 stars,0.2749
61,4 stars,0.2389
62,3 stars,0.2962
63,5 stars,0.3694
64,4 stars,0.3691
65,4 stars,0.351
66,2 stars,0.2991
67,3 stars,0.3466
68,5 stars,0.4307
69,3 stars,0.3432
70,5 stars,0.8154
71,4 stars,0.3218
72,3 stars,0.4788
73,3 stars,0.4221
74,4 stars,0.2545
75,1 star,0.2829
76,3 stars,0.2631
77,1 star,0.3719
78,3 stars,0.3422
79,1 star,0.624
80,3 stars,0.2454
81,4 stars,0.2331
82,3 stars,0.3114
83,3 stars,0.3593
84,1 star,0.3329
85,5 stars,0.3317
86,4 stars,0.3593
87,4 stars,0.2697
88,1 star,0.4446
89,2 stars,0.3351
90,1 star,0.2946
91,4 stars,0.3676
92,2 stars,0.3237
93,5 stars,0.4547
94,3 stars,0.2394
95,5 stars,0.5422
96,1 star,0.4358
97,5 stars,0.3186
98,5 stars,0.569
99,1 star,0.7266
100,5 stars,0.8432
101,5 stars,0.56
102,1 star,0.349
103,3 stars,0.415
104,5 stars,0.355
105,3 stars,0.2851
106,1 star,0.2974
107,3 stars,0.338
108,3 stars,0.2472
109,5 stars,0.496
110,3 stars,0.4758
111,1 star,0.5679
112,2 stars,0.2341
113,5 stars,0.4939
114,2 stars,0.4299
115,1 star,0.3027
116,5 stars,0.2564
117,2 stars,0.3299
118,1 star,0.3375
119,2 stars,0.3652
120,3 stars,0.4087
121,2 stars,0.4083
122,1 star,0.4258
123,4 stars,0.4745
124,1 star,0.322
125,5 stars,0.4796
126,1 star,0.3172
127,3 stars,0.3911
128,4 stars,0.3746
129,1 star,0.5051
130,5 stars,0.5385
131,1 star,0.3865
132,4 stars,0.4451
133,2 stars,0.3537
134,2 stars,0.4167
135,1 star,0.351
136,1 star,0.3
137,1 star,0.2306
138,4 stars,0.3446
139,1 star,0.4613
140,3 stars,0.2587
141,3 stars,0.3588
142,2 stars,0.4265
143,1 star,0.4545
144,1 star,0.7812
145,5 stars,0.7099
146,3 stars,0.3749
147,5 stars,0.564
148,1 star,0.5198
149,2 stars,0.3407
150,2 stars,0.3577
151,4 stars,0.3378
152,5 stars,0.3131
153,4 stars,0.2987
154,3 stars,0.29
155,5 stars,0.438
156,3 stars,0.4245
157,4 stars,0.4902
158,1 star,0.3692
159,3 stars,0.3678
160,1 star,0.2706
161,1 star,0.5009
162,1 star,0.4716
163,5 stars,0.2646
164,1 star,0.3097
165,4 stars,0.2907
166,5 stars,0.7069
167,1 star,0.6238
168,1 star,0.3824
169,1 star,0.5306
170,5 stars,0.6005
171,1 star,0.4169
172,4 stars,0.4993
173,3 stars,0.3482
174,1 star,0.3493
175,4 stars,0.4028
176,4 stars,0.2974
177,5 stars,0.7229
178,1 star,0.6723
179,4 stars,0.2167
180,4 stars,0.2974
181,1 star,0.2635
182,4 stars,0.4654
183,4 stars,0.3508
184,5 stars,0.3416
185,5 stars,0.4892
186,5 stars,0.6955
187,3 stars,0.3317
188,3 stars,0.3488
189,5 stars,0.5286
190,3 stars,0.4794
191,5 stars,0.3989
192,3 stars,0.2386
193,1 star,0.2995
194,1 star,0.4821
195,3 stars,0.3893
196,3 stars,0.2941
197,4 stars,0.4415
198,5 stars,0.2965
199,5 stars,0.389
200,3 stars,0.2516
201,2 stars,0.4123
202,3 stars,0.2803
203,5 stars,0.7098
204,3 stars,0.3128
205,1 star,0.2571
206,1 star,0.3385
207,3 stars,0.2418
208,1 star,0.3412
209,3 stars,0.4625
210,5 stars,0.2278
211,1 star,0.3385
212,2 stars,0.478
213,3 stars,0.3767
214,5 stars,0.7754
215,5 stars,0.3839
216,1 star,0.5261
217,3 stars,0.4096
218,4 stars,0.3926
219,1 star,0.3955
220,1 star,0.4386
221,1 star,0.5543
222,3 stars,0.358
223,3 stars,0.2933
224,5 stars,0.3128
225,3 stars,0.3555
226,1 star,0.5258
227,3 stars,0.3228
228,5 stars,0.327
229,1 star,0.5814
230,3 stars,0.3274
231,3 stars,0.2425
232,1 star,0.5018
233,1 star,0.3253
234,3 stars,0.3171
235,1 star,0.5131
236,4 stars,0.2635
237,4 stars,0.3125
238,5 stars,0.521
239,1 star,0.2739
240,3 stars,0.2796
241,3 stars,0.5657
242,5 stars,0.4888
243,1 star,0.4108
244,5 stars,0.2817
245,2 stars,0.3635
246,5 stars,0.406
247,4 stars,0.2517
248,4 stars,0.4483
249,1 star,0.5226
250,3 stars,0.305
251,4 stars,0.2995
252,1 star,0.3468
253,5 stars,0.4531
254,4 stars,0.2792
255,5 stars,0.4163
256,1 star,0.4254
257,3 stars,0.2616
258,3 stars,0.4746
259,4 stars,0.5168
260,3 stars,0.4692
261,4 stars,0.4147
262,3 stars,0.3865
263,3 stars,0.3554
264,4 stars,0.3603
265,5 stars,0.3842
266,4 stars,0.3745
267,2 stars,0.3443
268,4 stars,0.3537
269,1 star,0.3102
270,1 star,0.295
271,1 star,0.3031
272,4 stars,0.2455
273,1 star,0.5762
274,4 stars,0.3541
275,3 stars,0.3979
276,2 stars,0.3113
277,5 stars,0.3199
278,4 stars,0.3943
279,4 stars,0.2814
280,1 star,0.318
281,5 stars,0.3492
282,1 star,0.6944
283,5 stars,0.2921
284,5 stars,0.3696
285,5 stars,0.7071
286,3 stars,0.3795
287,3 stars,0.3408
288,1 star,0.2595
289,5 stars,0.2946
290,2 stars,0.3028
291,3 stars,0.3861
292,5 stars,0.3911
293,5 stars,0.3824
294,2 stars,0.4045
295,4 stars,0.482
296,3 stars,0.3119
297,4 stars,0.327
298,3 stars,0.3645
299,5 stars,0.3902
300,5 stars,0.4312
301,5 stars,0.3007
302,4 stars,0.2439
303,4 stars,0.3819
304,1 star,0.3592
305,4 stars,0.4778
306,5 stars,0.3183
307,4 stars,0.4278
308,1 star,0.4469
309,4 stars,0.6282
310,5 stars,0.3464
311,4 stars,0.2494
312,4 stars,0.3501
313,4 stars,0.3549
314,1 star,0.2511
315,3 stars,0.6487
316,4 stars,0.5095
317,1 star,0.3112
318,4 stars,0.4852
319,3 stars,0.3469
320,1 star,0.2745
321,1 star,0.2447
322,1 star,0.3727
323,4 stars,0.3951
324,1 star,0.3464
325,3 stars,0.2391
326,3 stars,0.3085
327,3 stars,0.2697
328,2 stars,0.3082
329,3 stars,0.2676
330,5 stars,0.6558
331,1 star,0.4576
332,2 stars,0.348
333,5 stars,0.277
334,5 stars,0.3965
335,2 stars,0.3538
336,4 stars,0.2403
337,1 star,0.2569
338,1 star,0.4904
339,3 stars,0.2309
340,5 stars,0.3036
341,5 stars,0.2938
342,3 stars,0.4477
343,5 stars,0.4972
344,3 stars,0.3336
345,4 stars,0.4615
346,5 stars,0.3605
347,4 stars,0.3337
348,1 star,0.3489
349,2 stars,0.3562
350,5 stars,0.6889
351,5 stars,0.3108
352,4 stars,0.2727
353,5 stars,0.6379
354,3 stars,0.3728
355,3 stars,0.2827
356,3 stars,0.2787
357,1 star,0.6703
358,3 stars,0.4489
359,2 stars,0.2788
360,3 stars,0.3502
361,5 stars,0.3718
362,5 stars,0.5725
363,4 stars,0.2964
364,3 stars,0.519
365,5 stars,0.3302
366,1 star,0.2664
367,1 star,0.3739
368,1 star,0.3792
369,1 star,0.3585
370,2 stars,0.4486
371,1 star,0.2523
372,1 star,0.548
373,2 stars,0.3987
374,2 stars,0.327
375,5 stars,0.4592
376,2 stars,0.3711
377,4 stars,0.3221
378,3 stars,0.4814
379,1 star,0.3362
380,5 stars,0.4331
381,5 stars,0.2779
382,3 stars,0.4105
383,4 stars,0.2747
384,1 star,0.2915
385,3 stars,0.3797
386,3 stars,0.4698
387,5 stars,0.6249
388,3 stars,0.391
389,3 stars,0.4301
390,3 stars,0.3094
391,1 star,0.4208
392,1 star,0.2603
393,4 stars,0.4817
394,4 stars,0.416
395,2 stars,0.4419
396,5 stars,0.5027
397,3 stars,0.3774
398,4 stars,0.3829
399,1 star,0.6711
400,5 stars,0.5837
401,5 stars,0.3719
402,1 star,0.3706
403,5 stars,0.2701
404,5 stars,0.3542
405,5 stars,0.374
406,3 stars,0.4491
407,3 stars,0.354
408,1 star,0.254
409,1 star,0.2828
410,1 star,0.2193
