0,POSITIVE,0.9925
1,NEGATIVE,0.9995
2,POSITIVE,0.9826
3,NEGATIVE,0.9995
4,POSITIVE,0.9459
5,POSITIVE,0.9989
6,NEGATIVE,0.998
7,NEGATIVE,0.9944
8,NEGATIVE,0.9992
9,POSITIVE,0.9983
10,POSITIVE,0.9854
11,POSITIVE,0.9949
12,POSITIVE,0.9988
13,POSITIVE,0.9977
14,NEGATIVE,0.9994
15,POSITIVE,0.994
16,POSITIVE,0.9968
17,POSITIVE,0.9868
18,POSITIVE,0.618
19,NEGATIVE,0.9982
20,NEGATIVE,0.9868
21,POSITIVE,0.995
22,NEGATIVE,0.9958
23,POSITIVE,0.9825
24,POSITIVE,0.9879
25,NEGATIVE,0.9971
26,NEGATIVE,0.7582
27,NEGATIVE,0.9989
28,NEGATIVE,0.9918
29,POSITIVE,0.9515
30,POSITIVE,0.9962
31,NEGATIVE,0.9938
32,POSITIVE,0.995
33,NEGATIVE,0.9988
34,POSITIVE,0.992
35,POSITIVE,0.9975
36,NEGATIVE,0.9989
37,NEGATIVE,0.9913
38,NEGATIVE,0.9048
39,NEGATIVE,0.9984
40,NEGATIVE,0.9757
41,POSITIVE,0.997
42,POSITIVE,0.9979
43,POSITIVE,0.9983
44,NEGATIVE,0.9922
45,NEGATIVE,0.9967
46,POSITIVE,0.9985
47,POSITIVE,0.9981
48,POSITIVE,0.9937
49,NEGATIVE,0.9992
50,NEGATIVE,0.9994
51,POSITIVE,0.9925
52,POSITIVE,0.9959
53,POSITIVE,0.9738
54,NEGATIVE,0.9911
55,POSITIVE,0.9897
56,POSITIVE,0.9941
57,POSITIVE,0.9829
58,NEGATIVE,0.9994
59,POSITIVE,0.9987
60,POSITIVE,0.9987
61,NEGATIVE,0.9968
62,POSITIVE,0.9971
63,POSITIVE,0.9711
64,POSITIVE,0.9988
65,NEGATIVE,0.9735
66,NEGATIVE,0.9974
67,POSITIVE,0.7042
68,POSITIVE,0.9959
69,NEGATIVE,0.9917
70,NEGATIVE,0.993
71,POSITIVE,0.9898
72,POSITIVE,0.9987
73,POSITIVE,0.9924
74,NEGATIVE,0.9893
75,NEGATIVE,0.9984
76,POSITIVE,0.9126
77,NEGATIVE,0.9995
78,NEGATIVE,0.9993
79,POSITIVE,0.9663
80,POSITIVE,0.997
81,POSITIVE,0.9984
82,NEGATIVE,0.9991
83,POSITIVE,0.9974
84,POSITIVE,0.9896
85,NEGATIVE,0.9935
86,POSITIVE,0.9724
